#{"t_start": 1734358070.976824, "env_id": "RMSA_ENV-v0"}
r,l,t
100.0,100,98.587982
98.0,100,98.621458
100.0,100,98.653199
100.0,100,98.686528
100.0,100,98.720794
88.0,100,98.752922
90.0,100,98.784419
98.0,100,98.815388
100.0,100,98.845998
100.0,100,98.877067
100.0,100,98.909308
100.0,100,98.941077
100.0,100,98.97236
100.0,100,99.00493
98.0,100,99.036479
100.0,100,99.067424
100.0,100,99.097434
98.0,100,99.1282
100.0,100,99.158626
100.0,100,99.189622
100.0,100,99.219953
100.0,100,99.251396
100.0,100,99.283052
100.0,100,99.315621
100.0,100,99.349708
98.0,100,99.382021
100.0,100,99.41336
100.0,100,99.443978
98.0,100,99.47586
98.0,100,99.507062
98.0,100,99.538699
100.0,100,99.572568
100.0,100,99.604743
100.0,100,99.636535
98.0,100,99.668542
96.0,100,99.700349
100.0,100,99.732457
100.0,100,99.765025
100.0,100,99.796704
98.0,100,99.828415
100.0,100,99.860922
100.0,100,99.895379
100.0,100,99.928258
100.0,100,99.961533
100.0,100,99.994993
98.0,100,100.029865
100.0,100,100.064816
100.0,100,100.09721
100.0,100,100.13237
100.0,100,100.166366
100.0,100,100.200195
100.0,100,100.234498
100.0,100,100.268837
98.0,100,100.305278
98.0,100,100.340547
100.0,100,100.375407
100.0,100,100.409679
100.0,100,100.443506
100.0,100,100.477026
100.0,100,100.50975
100.0,100,100.542696
98.0,100,100.579662
98.0,100,100.623063
100.0,100,100.657465
98.0,100,100.691441
100.0,100,100.725566
100.0,100,100.758316
100.0,100,100.790617
96.0,100,100.823792
100.0,100,100.858772
100.0,100,100.89127
100.0,100,100.925403
100.0,100,100.958033
100.0,100,100.992727
100.0,100,101.024897
98.0,100,101.058406
100.0,100,101.091328
100.0,100,101.125117
100.0,100,101.157274
98.0,100,101.189572
100.0,100,101.222053
100.0,100,101.254816
100.0,100,101.287993
100.0,100,101.321367
100.0,100,101.355645
100.0,100,101.388642
100.0,100,101.423264
100.0,100,101.45775
98.0,100,101.488859
100.0,100,101.520097
100.0,100,101.552109
100.0,100,101.585414
100.0,100,101.625689
98.0,100,101.662266
100.0,100,101.698556
100.0,100,101.731347
100.0,100,101.765529
100.0,100,101.799256
100.0,100,101.839609
100.0,100,101.875141
100.0,100,101.908392
94.0,100,101.941788
100.0,100,101.975898
98.0,100,102.008427
100.0,100,102.041503
100.0,100,102.076137
100.0,100,102.111144
96.0,100,102.145831
100.0,100,102.178093
98.0,100,102.211111
100.0,100,102.246145
100.0,100,102.279818
100.0,100,102.314515
100.0,100,102.349394
100.0,100,102.383294
100.0,100,102.417534
100.0,100,102.452297
100.0,100,102.486009
96.0,100,102.518004
100.0,100,102.553141
100.0,100,102.586433
100.0,100,102.620938
100.0,100,102.652847
98.0,100,102.684689
100.0,100,102.715145
100.0,100,102.746424
100.0,100,102.779612
100.0,100,102.81238
100.0,100,102.844688
100.0,100,102.877371
100.0,100,102.910885
98.0,100,102.942966
100.0,100,102.977201
100.0,100,103.01015
100.0,100,103.041925
100.0,100,103.07537
98.0,100,103.108203
100.0,100,103.142578
98.0,100,103.177528
100.0,100,103.21048
100.0,100,103.244568
100.0,100,103.276121
98.0,100,103.309983
100.0,100,103.342857
100.0,100,103.374272
100.0,100,103.406987
98.0,100,103.43951
98.0,100,103.472226
98.0,100,103.505236
98.0,100,103.538585
100.0,100,103.570508
100.0,100,103.603927
100.0,100,103.636726
98.0,100,103.667133
100.0,100,103.698388
98.0,100,103.732517
98.0,100,103.76575
100.0,100,103.797556
100.0,100,103.830828
100.0,100,103.864698
98.0,100,103.897917
98.0,100,103.931108
96.0,100,103.965831
100.0,100,104.000531
100.0,100,104.033341
100.0,100,104.066895
100.0,100,104.100676
100.0,100,104.133758
100.0,100,104.166468
100.0,100,104.199165
98.0,100,104.231113
98.0,100,104.262808
100.0,100,104.295354
100.0,100,104.32805
100.0,100,104.362938
100.0,100,104.396859
100.0,100,104.430436
100.0,100,104.463059
100.0,100,104.494819
100.0,100,104.527906
100.0,100,104.559986
100.0,100,104.592886
100.0,100,104.624032
100.0,100,104.656627
100.0,100,104.688063
98.0,100,104.719961
100.0,100,104.752131
98.0,100,104.785667
100.0,100,104.817254
100.0,100,104.848294
98.0,100,104.881246
100.0,100,104.912876
100.0,100,104.945461
100.0,100,104.979806
98.0,100,105.010659
100.0,100,105.042631
100.0,100,105.076323
100.0,100,105.109704
100.0,100,105.14271
100.0,100,105.174496
100.0,100,105.207989
100.0,100,105.241336
100.0,100,105.273822
100.0,100,105.307316
100.0,100,105.340343
98.0,100,105.374724
98.0,100,105.408322
100.0,100,105.441375
100.0,100,105.47571
98.0,100,105.508326
98.0,100,105.541986
100.0,100,105.575928
100.0,100,105.610591
100.0,100,105.645496
98.0,100,105.679306
98.0,100,105.713435
100.0,100,105.747093
98.0,100,105.77968
98.0,100,105.813456
100.0,100,105.845091
100.0,100,105.877969
98.0,100,105.911167
98.0,100,105.944199
98.0,100,105.97796
100.0,100,106.010602
100.0,100,106.043481
100.0,100,106.077334
100.0,100,106.108827
100.0,100,106.141816
96.0,100,106.177578
100.0,100,106.210495
100.0,100,106.274988
98.0,100,106.309811
100.0,100,106.342927
100.0,100,106.376209
100.0,100,106.41121
100.0,100,106.44389
100.0,100,106.476753
100.0,100,106.510731
100.0,100,106.54452
100.0,100,106.578654
100.0,100,106.613161
100.0,100,106.64729
100.0,100,106.679895
100.0,100,106.713965
100.0,100,106.746131
98.0,100,106.780214
98.0,100,106.812232
98.0,100,106.845341
100.0,100,106.877904
100.0,100,106.911741
100.0,100,106.945638
100.0,100,106.982504
100.0,100,107.016584
100.0,100,107.050591
100.0,100,107.08545
100.0,100,107.120654
100.0,100,107.154428
100.0,100,107.187916
100.0,100,107.220617
100.0,100,107.252373
98.0,100,107.28682
96.0,100,107.32024
100.0,100,107.353834
100.0,100,107.386159
100.0,100,107.419408
100.0,100,107.453238
98.0,100,107.487144
98.0,100,107.520457
100.0,100,107.554785
100.0,100,107.604313
100.0,100,107.652244
96.0,100,107.687527
98.0,100,107.720793
100.0,100,107.753604
100.0,100,107.785172
100.0,100,107.81853
100.0,100,107.853107
100.0,100,107.884599
100.0,100,107.916915
100.0,100,107.948763
100.0,100,107.982126
96.0,100,108.015384
100.0,100,108.04843
100.0,100,108.081051
100.0,100,108.113185
100.0,100,108.146166
100.0,100,108.179272
100.0,100,108.212844
100.0,100,108.245904
100.0,100,108.279254
100.0,100,108.311979
100.0,100,108.344119
100.0,100,108.377674
100.0,100,108.409785
100.0,100,108.441849
100.0,100,108.474456
100.0,100,108.508219
100.0,100,108.541377
100.0,100,108.574939
100.0,100,108.608084
100.0,100,108.642871
100.0,100,108.675708
98.0,100,108.708419
98.0,100,108.741578
98.0,100,108.77536
98.0,100,108.809281
100.0,100,108.842388
100.0,100,108.875706
98.0,100,108.908703
100.0,100,108.942642
98.0,100,108.976045
100.0,100,109.008566
100.0,100,109.04261
100.0,100,109.076861
100.0,100,109.110523
100.0,100,109.143314
100.0,100,109.177465
98.0,100,109.209402
100.0,100,109.241677
98.0,100,109.274639
98.0,100,109.307756
98.0,100,109.342226
100.0,100,109.376408
98.0,100,109.410608
100.0,100,109.44582
100.0,100,109.480817
100.0,100,109.514525
100.0,100,109.560738
100.0,100,109.597319
100.0,100,109.630673
100.0,100,109.663331
100.0,100,109.697747
100.0,100,109.731358
100.0,100,109.765014
94.0,100,109.798395
100.0,100,109.832041
94.0,100,109.864952
98.0,100,109.898961
100.0,100,109.932218
100.0,100,109.965491
100.0,100,110.000772
100.0,100,110.034009
100.0,100,110.068111
100.0,100,110.102308
98.0,100,110.135617
100.0,100,110.168146
98.0,100,110.209533
100.0,100,110.243778
100.0,100,110.279194
100.0,100,110.3131
100.0,100,110.346946
100.0,100,110.381578
100.0,100,110.413971
100.0,100,110.449737
100.0,100,110.483858
100.0,100,110.519665
100.0,100,110.552635
100.0,100,110.585195
98.0,100,110.618187
100.0,100,110.652195
100.0,100,110.686019
100.0,100,110.720642
100.0,100,110.754799
100.0,100,110.787137
100.0,100,110.821173
100.0,100,110.854163
100.0,100,110.887486
100.0,100,110.921826
100.0,100,110.955656
100.0,100,110.990668
100.0,100,111.025942
100.0,100,111.181839
100.0,100,111.216326
100.0,100,111.251562
100.0,100,111.284562
100.0,100,111.320399
100.0,100,111.358264
100.0,100,111.392306
100.0,100,111.42751
100.0,100,111.461341
96.0,100,111.496936
100.0,100,111.529713
100.0,100,111.563678
100.0,100,111.601157
100.0,100,111.635007
100.0,100,111.668262
100.0,100,111.701847
100.0,100,111.735327
100.0,100,111.769507
98.0,100,111.804497
100.0,100,111.838229
100.0,100,111.871842
100.0,100,111.906716
100.0,100,111.939914
100.0,100,111.973142
98.0,100,112.00705
100.0,100,112.039939
98.0,100,112.07354
100.0,100,112.106491
100.0,100,112.138213
94.0,100,112.170775
98.0,100,112.203475
100.0,100,112.240017
100.0,100,112.27292
100.0,100,112.306047
100.0,100,112.340467
100.0,100,112.374227
100.0,100,112.406766
100.0,100,112.439976
100.0,100,112.473402
100.0,100,112.506483
100.0,100,112.540496
100.0,100,112.574314
100.0,100,112.606748
100.0,100,112.638752
100.0,100,112.673044
100.0,100,112.705018
100.0,100,112.738365
100.0,100,112.771721
100.0,100,112.803772
100.0,100,112.836377
100.0,100,112.870908
100.0,100,112.903252
100.0,100,112.935657
100.0,100,112.967896
100.0,100,113.001485
100.0,100,113.035254
100.0,100,113.068433
100.0,100,113.102477
100.0,100,113.135782
100.0,100,113.168877
100.0,100,113.202638
100.0,100,113.234773
100.0,100,113.267835
100.0,100,113.300982
100.0,100,113.333765
98.0,100,113.368682
98.0,100,113.40179
100.0,100,113.436308
98.0,100,113.469042
100.0,100,113.5016
100.0,100,113.534728
100.0,100,113.568215
96.0,100,113.601518
100.0,100,113.634833
98.0,100,113.668347
98.0,100,113.700805
100.0,100,113.733363
100.0,100,113.766661
100.0,100,113.800649
94.0,100,113.833493
100.0,100,113.866247
100.0,100,113.899054
100.0,100,113.932442
100.0,100,113.964969
98.0,100,113.998043
100.0,100,114.032864
100.0,100,114.066076
100.0,100,114.099518
100.0,100,114.149166
96.0,100,114.196553
100.0,100,114.230208
100.0,100,114.262409
100.0,100,114.29456
100.0,100,114.32783
98.0,100,114.361469
100.0,100,114.395653
98.0,100,114.428966
100.0,100,114.461726
100.0,100,114.495155
98.0,100,114.528877
100.0,100,114.561108
100.0,100,114.595078
98.0,100,114.629945
98.0,100,114.664026
100.0,100,114.698803
100.0,100,114.731332
100.0,100,114.764988
100.0,100,114.797312
98.0,100,114.829879
100.0,100,114.862565
98.0,100,114.895553
100.0,100,114.928528
100.0,100,114.961828
100.0,100,114.994523
100.0,100,115.028407
100.0,100,115.062049
98.0,100,115.095196
98.0,100,115.128824
96.0,100,115.161066
98.0,100,115.193966
100.0,100,115.227585
100.0,100,115.261345
100.0,100,115.29561
100.0,100,115.329511
100.0,100,115.363936
100.0,100,115.396514
100.0,100,115.43039
100.0,100,115.463519
100.0,100,115.496155
100.0,100,115.528733
100.0,100,115.562849
100.0,100,115.596507
100.0,100,115.629349
100.0,100,115.664711
98.0,100,115.699715
100.0,100,115.733054
100.0,100,115.765924
100.0,100,115.799366
100.0,100,115.832595
100.0,100,115.864902
100.0,100,115.896679
100.0,100,115.928999
100.0,100,115.962628
100.0,100,115.996986
100.0,100,116.030285
100.0,100,116.062758
100.0,100,116.095033
100.0,100,116.128176
100.0,100,116.161409
98.0,100,116.19414
100.0,100,116.228723
100.0,100,116.261764
98.0,100,116.296141
98.0,100,116.329719
100.0,100,116.363471
100.0,100,116.396179
100.0,100,116.429376
100.0,100,116.462593
100.0,100,116.494002
100.0,100,116.526688
100.0,100,116.561569
100.0,100,116.59509
100.0,100,116.628837
96.0,100,116.662926
100.0,100,116.695644
100.0,100,116.727948
100.0,100,116.760294
100.0,100,116.79316
100.0,100,116.826302
100.0,100,116.859692
96.0,100,116.894626
100.0,100,116.928118
98.0,100,116.961028
100.0,100,116.993999
100.0,100,117.02538
100.0,100,117.05957
98.0,100,117.092758
98.0,100,117.125894
100.0,100,117.159498
98.0,100,117.192818
100.0,100,117.226694
100.0,100,117.260171
100.0,100,117.295291
100.0,100,117.329176
100.0,100,117.363046
100.0,100,117.396432
100.0,100,117.431168
100.0,100,117.465209
100.0,100,117.497515
100.0,100,117.532443
100.0,100,117.565713
100.0,100,117.598332
100.0,100,117.631886
100.0,100,117.664934
100.0,100,117.699338
100.0,100,117.732473
100.0,100,117.76675
100.0,100,117.79944
100.0,100,117.831824
100.0,100,117.865268
100.0,100,117.899291
100.0,100,117.933019
100.0,100,117.966864
100.0,100,118.001
100.0,100,118.035276
96.0,100,118.068681
100.0,100,118.101751
100.0,100,118.134762
100.0,100,118.167768
98.0,100,118.201378
100.0,100,118.236883
100.0,100,118.269199
100.0,100,118.303935
98.0,100,118.337938
98.0,100,118.372316
100.0,100,118.406293
100.0,100,118.439074
100.0,100,118.470372
100.0,100,118.503402
98.0,100,118.537381
98.0,100,118.569717
100.0,100,118.601647
100.0,100,118.635539
100.0,100,118.66905
100.0,100,118.701505
100.0,100,118.735331
100.0,100,118.769716
100.0,100,118.802906
100.0,100,118.835347
100.0,100,118.870372
100.0,100,118.903831
100.0,100,118.938394
100.0,100,118.971491
100.0,100,119.00739
100.0,100,119.041176
98.0,100,119.073377
100.0,100,119.107971
100.0,100,119.140507
98.0,100,119.172964
100.0,100,119.206681
100.0,100,119.240935
100.0,100,119.27438
100.0,100,119.306526
100.0,100,119.339962
100.0,100,119.373757
100.0,100,119.407251
100.0,100,119.441078
100.0,100,119.475134
98.0,100,119.509071
100.0,100,119.541742
98.0,100,119.574475
100.0,100,119.604743
98.0,100,119.635205
100.0,100,119.668099
98.0,100,119.701244
100.0,100,119.734988
94.0,100,119.767153
100.0,100,119.800037
100.0,100,119.832367
100.0,100,119.866877
100.0,100,119.900273
100.0,100,119.93313
98.0,100,119.972033
100.0,100,120.006978
98.0,100,120.042629
100.0,100,120.074087
100.0,100,120.108322
98.0,100,120.143279
100.0,100,120.176702
100.0,100,120.212525
100.0,100,120.24664
100.0,100,120.279766
100.0,100,120.312571
100.0,100,120.347107
96.0,100,120.381498
100.0,100,120.414012
100.0,100,120.447967
100.0,100,120.482647
98.0,100,120.515864
100.0,100,120.548347
98.0,100,120.582332
100.0,100,120.615392
100.0,100,120.647917
98.0,100,120.68179
100.0,100,120.714068
98.0,100,120.746054
98.0,100,120.779328
100.0,100,120.813827
100.0,100,120.846845
100.0,100,120.880814
100.0,100,120.915337
100.0,100,120.948669
100.0,100,120.982759
100.0,100,121.016368
98.0,100,121.049948
100.0,100,121.083237
100.0,100,121.115789
100.0,100,121.150075
98.0,100,121.183996
100.0,100,121.216978
98.0,100,121.250394
100.0,100,121.284956
100.0,100,121.318022
100.0,100,121.351748
100.0,100,121.384421
100.0,100,121.416496
98.0,100,121.449931
100.0,100,121.483543
98.0,100,121.517474
100.0,100,121.550701
100.0,100,121.584571
100.0,100,121.617695
100.0,100,121.650144
100.0,100,121.683435
98.0,100,121.717192
100.0,100,121.750174
98.0,100,121.783034
98.0,100,121.81581
100.0,100,121.850021
100.0,100,121.890657
100.0,100,121.925096
100.0,100,121.960422
100.0,100,121.995188
100.0,100,122.029871
100.0,100,122.063927
100.0,100,122.104119
100.0,100,122.140848
100.0,100,122.175604
100.0,100,122.209012
100.0,100,122.241051
100.0,100,122.275342
98.0,100,122.310238
100.0,100,122.343399
100.0,100,122.377899
100.0,100,122.412058
96.0,100,122.446486
100.0,100,122.480417
100.0,100,122.513652
100.0,100,122.547267
100.0,100,122.582771
100.0,100,122.616009
100.0,100,122.64936
100.0,100,122.682665
98.0,100,122.716671
100.0,100,122.749679
100.0,100,122.783908
98.0,100,122.819095
100.0,100,122.850979
100.0,100,122.881911
100.0,100,122.914606
100.0,100,122.94771
100.0,100,122.982612
100.0,100,123.016746
100.0,100,123.051949
98.0,100,123.085474
100.0,100,123.119689
100.0,100,123.155398
100.0,100,123.188827
98.0,100,123.2247
100.0,100,123.258881
98.0,100,123.293452
100.0,100,123.327489
100.0,100,123.361213
100.0,100,123.395098
100.0,100,123.429688
100.0,100,123.464891
100.0,100,123.498827
98.0,100,123.532913
100.0,100,123.568046
100.0,100,123.602719
100.0,100,123.636195
98.0,100,123.671692
98.0,100,123.707113
100.0,100,123.741516
98.0,100,123.775236
100.0,100,123.810297
100.0,100,123.843912
100.0,100,123.879502
100.0,100,123.915051
100.0,100,123.948647
100.0,100,123.982431
100.0,100,124.015951
100.0,100,124.049171
100.0,100,124.083049
96.0,100,124.118492
100.0,100,124.154353
100.0,100,124.188465
100.0,100,124.223052
100.0,100,124.258266
100.0,100,124.292989
100.0,100,124.328109
100.0,100,124.361882
100.0,100,124.39519
98.0,100,124.429886
100.0,100,124.464187
81.0,81,125.349915
100.0,100,125.605829
100.0,100,125.859268
100.0,100,126.115037
100.0,100,126.369412
79.0,81,126.564644
90.0,100,126.599095
100.0,100,126.632242
100.0,100,126.666553
98.0,100,126.702016
100.0,100,126.735041
100.0,100,126.769403
100.0,100,126.803315
100.0,100,126.835998
100.0,100,126.870458
100.0,100,126.905403
100.0,100,126.939659
100.0,100,126.973097
100.0,100,127.007671
100.0,100,127.04056
100.0,100,127.073469
100.0,100,127.107173
100.0,100,127.140977
100.0,100,127.17483
100.0,100,127.208977
100.0,100,127.242037
100.0,100,127.275761
100.0,100,127.309441
100.0,100,127.343683
100.0,100,127.37626
100.0,100,127.409636
98.0,100,127.444259
100.0,100,127.477348
100.0,100,127.51104
100.0,100,127.545127
100.0,100,127.57823
100.0,100,127.610969
100.0,100,127.645062
100.0,100,127.678504
100.0,100,127.71192
98.0,100,127.745829
100.0,100,127.78113
100.0,100,127.814468
100.0,100,127.847653
98.0,100,127.88096
98.0,100,127.914708
98.0,100,127.948229
100.0,100,127.982262
100.0,100,128.015513
100.0,100,128.048951
100.0,100,128.08287
100.0,100,128.116199
100.0,100,128.150726
98.0,100,128.184262
100.0,100,128.218783
100.0,100,128.252957
100.0,100,128.286514
92.0,100,128.31836
100.0,100,128.352578
100.0,100,128.387052
98.0,100,128.419853
100.0,100,128.453263
100.0,100,128.487713
98.0,100,128.521278
100.0,100,128.555775
100.0,100,128.590628
100.0,100,128.625351
100.0,100,128.658429
98.0,100,128.692551
100.0,100,128.726398
100.0,100,128.759793
100.0,100,128.793224
100.0,100,128.827058
100.0,100,128.860483
92.0,100,128.89503
100.0,100,128.928546
100.0,100,128.960963
100.0,100,128.995076
100.0,100,129.028925
98.0,100,129.06312
98.0,100,129.096395
100.0,100,129.130314
100.0,100,129.164225
100.0,100,129.19726
100.0,100,129.23085
100.0,100,129.264745
100.0,100,129.297255
100.0,100,129.331225
100.0,100,129.363589
100.0,100,129.396982
100.0,100,129.429441
100.0,100,129.463708
100.0,100,129.497256
100.0,100,129.530431
100.0,100,129.564251
100.0,100,129.59853
100.0,100,129.632475
98.0,100,129.665001
100.0,100,129.698787
100.0,100,129.731405
100.0,100,129.764735
100.0,100,129.799521
100.0,100,129.833322
96.0,100,129.866697
100.0,100,129.900002
98.0,100,129.934537
100.0,100,129.969005
92.0,100,130.001871
100.0,100,130.035024
100.0,100,130.069748
100.0,100,130.102299
100.0,100,130.136721
100.0,100,130.170532
100.0,100,130.204117
100.0,100,130.238507
100.0,100,130.271238
100.0,100,130.304637
100.0,100,130.337967
100.0,100,130.372378
100.0,100,130.407087
98.0,100,130.441353
100.0,100,130.475413
100.0,100,130.510466
100.0,100,130.5439
98.0,100,130.577573
100.0,100,130.612213
100.0,100,130.64433
100.0,100,130.676401
100.0,100,130.711316
100.0,100,130.746046
98.0,100,130.777813
100.0,100,130.811214
98.0,100,130.842427
100.0,100,130.87376
100.0,100,130.905428
100.0,100,130.938496
100.0,100,130.970552
100.0,100,131.002936
100.0,100,131.034459
100.0,100,131.066995
98.0,100,131.101915
100.0,100,131.133829
100.0,100,131.165539
98.0,100,131.197398
96.0,100,131.231241
98.0,100,131.264136
100.0,100,131.29623
98.0,100,131.329072
100.0,100,131.36035
100.0,100,131.392147
100.0,100,131.424331
100.0,100,131.456585
98.0,100,131.489757
100.0,100,131.522733
100.0,100,131.555965
100.0,100,131.590757
100.0,100,131.625023
98.0,100,131.659925
100.0,100,131.693467
98.0,100,131.727648
96.0,100,131.760723
98.0,100,131.793844
100.0,100,131.826848
98.0,100,131.860306
100.0,100,131.895284
100.0,100,131.934355
100.0,100,131.968795
100.0,100,132.00416
100.0,100,132.036867
100.0,100,132.070804
100.0,100,132.106256
100.0,100,132.148946
98.0,100,132.182555
100.0,100,132.216178
100.0,100,132.250515
96.0,100,132.284984
90.0,100,132.317911
100.0,100,132.353155
100.0,100,132.387782
100.0,100,132.422023
100.0,100,132.457029
100.0,100,132.49071
100.0,100,132.523818
100.0,100,132.556659
98.0,100,132.590916
96.0,100,132.623707
100.0,100,132.657235
100.0,100,132.688903
98.0,100,132.721337
98.0,100,132.75397
98.0,100,132.787002
90.0,100,132.820889
100.0,100,132.85358
98.0,100,132.886928
100.0,100,132.921472
100.0,100,132.954466
100.0,100,132.986751
98.0,100,133.019786
100.0,100,133.053325
96.0,100,133.085574
98.0,100,133.119438
98.0,100,133.151432
100.0,100,133.18403
100.0,100,133.216002
100.0,100,133.24736
98.0,100,133.280628
98.0,100,133.314046
100.0,100,133.346147
100.0,100,133.379747
98.0,100,133.412529
100.0,100,133.445322
100.0,100,133.478606
96.0,100,133.512655
100.0,100,133.54663
98.0,100,133.579116
98.0,100,133.612955
100.0,100,133.671697
100.0,100,133.706891
100.0,100,133.742608
100.0,100,133.778616
100.0,100,133.810794
100.0,100,133.845593
98.0,100,133.880453
100.0,100,133.913047
92.0,100,133.946739
100.0,100,133.979973
96.0,100,134.012865
100.0,100,134.046788
100.0,100,134.080385
100.0,100,134.112549
100.0,100,134.145769
98.0,100,134.178757
100.0,100,134.211305
100.0,100,134.245321
94.0,100,134.278814
100.0,100,134.311189
100.0,100,134.345896
100.0,100,134.380285
100.0,100,134.412461
100.0,100,134.446306
100.0,100,134.479545
100.0,100,134.51262
100.0,100,134.544811
100.0,100,134.5781
100.0,100,134.611797
96.0,100,134.644751
100.0,100,134.676716
100.0,100,134.710581
94.0,100,134.742937
100.0,100,134.778113
96.0,100,134.810547
98.0,100,134.844249
100.0,100,134.875036
98.0,100,134.907794
100.0,100,134.940624
98.0,100,134.972928
100.0,100,135.006692
100.0,100,135.040044
100.0,100,135.07397
100.0,100,135.10899
90.0,100,135.143197
98.0,100,135.175457
98.0,100,135.208123
100.0,100,135.239989
100.0,100,135.275033
98.0,100,135.308096
100.0,100,135.340466
100.0,100,135.373123
100.0,100,135.406863
100.0,100,135.441469
98.0,100,135.476108
100.0,100,135.509571
100.0,100,135.544371
100.0,100,135.577945
96.0,100,135.611605
100.0,100,135.651489
100.0,100,135.686383
100.0,100,135.719884
98.0,100,135.754205
100.0,100,135.788447
100.0,100,135.821613
100.0,100,135.854344
100.0,100,135.889671
100.0,100,135.923453
100.0,100,135.956676
100.0,100,135.988478
100.0,100,136.023517
98.0,100,136.056614
100.0,100,136.091309
100.0,100,136.124687
100.0,100,136.156157
98.0,100,136.191153
98.0,100,136.223948
98.0,100,136.257855
100.0,100,136.291213
100.0,100,136.324968
100.0,100,136.358372
100.0,100,136.392951
100.0,100,136.429527
98.0,100,136.468251
100.0,100,136.507722
98.0,100,136.545995
98.0,100,136.592884
100.0,100,136.626807
100.0,100,136.660079
100.0,100,136.693491
100.0,100,136.741452
100.0,100,136.773653
100.0,100,136.809173
100.0,100,136.843056
98.0,100,136.876903
100.0,100,136.912072
100.0,100,136.947213
100.0,100,136.979385
96.0,100,137.014393
100.0,100,137.048899
100.0,100,137.08239
100.0,100,137.115458
100.0,100,137.149956
100.0,100,137.183229
100.0,100,137.217305
94.0,100,137.25127
100.0,100,137.284625
100.0,100,137.31877
100.0,100,137.352462
98.0,100,137.387363
100.0,100,137.421415
100.0,100,137.454854
96.0,100,137.487666
100.0,100,137.520452
100.0,100,137.55389
98.0,100,137.586241
98.0,100,137.620406
100.0,100,137.653334
100.0,100,137.687313
98.0,100,137.720529
100.0,100,137.755251
100.0,100,137.788744
100.0,100,137.821875
100.0,100,137.855797
100.0,100,137.889588
100.0,100,137.924351
98.0,100,137.957619
100.0,100,137.990183
100.0,100,138.023636
100.0,100,138.056289
88.0,100,138.090275
98.0,100,138.125375
100.0,100,138.160069
98.0,100,138.193913
100.0,100,138.22741
100.0,100,138.262224
100.0,100,138.296756
100.0,100,138.330753
100.0,100,138.365847
100.0,100,138.397708
98.0,100,138.431913
100.0,100,138.465418
98.0,100,138.498089
100.0,100,138.531595
100.0,100,138.564741
100.0,100,138.597518
94.0,100,138.631473
98.0,100,138.664411
100.0,100,138.699352
100.0,100,138.732896
96.0,100,138.76767
100.0,100,138.801081
100.0,100,138.833384
98.0,100,138.867566
98.0,100,138.901956
100.0,100,138.937974
100.0,100,138.972439
100.0,100,139.006344
98.0,100,139.040997
100.0,100,139.073993
100.0,100,139.110168
100.0,100,139.143737
100.0,100,139.176952
100.0,100,139.209242
96.0,100,139.244271
96.0,100,139.278334
100.0,100,139.311216
100.0,100,139.346606
100.0,100,139.380821
100.0,100,139.414997
100.0,100,139.44683
98.0,100,139.479312
100.0,100,139.513348
100.0,100,139.546904
100.0,100,139.580225
100.0,100,139.615949
100.0,100,139.650327
100.0,100,139.683544
100.0,100,139.717442
100.0,100,139.777515
100.0,100,139.813381
100.0,100,139.846893
100.0,100,139.882696
96.0,100,139.918333
96.0,100,139.951888
100.0,100,139.986945
98.0,100,140.020504
100.0,100,140.056007
100.0,100,140.090313
100.0,100,140.123663
100.0,100,140.157525
98.0,100,140.190686
100.0,100,140.22532
94.0,100,140.259925
100.0,100,140.293471
100.0,100,140.328828
100.0,100,140.362328
100.0,100,140.395613
94.0,100,140.429843
100.0,100,140.463142
100.0,100,140.497485
100.0,100,140.530075
100.0,100,140.562511
100.0,100,140.596923
100.0,100,140.630532
100.0,100,140.662863
100.0,100,140.695998
100.0,100,140.729463
100.0,100,140.761806
100.0,100,140.79489
96.0,100,140.828598
100.0,100,140.863886
100.0,100,140.896357
100.0,100,140.930155
100.0,100,140.962882
100.0,100,140.996463
100.0,100,141.028462
100.0,100,141.061438
100.0,100,141.095086
98.0,100,141.127238
98.0,100,141.161326
100.0,100,141.194242
100.0,100,141.227432
100.0,100,141.260025
100.0,100,141.294222
98.0,100,141.325205
98.0,100,141.359394
100.0,100,141.394359
100.0,100,141.427146
100.0,100,141.459405
100.0,100,141.49315
100.0,100,141.525377
98.0,100,141.558715
100.0,100,141.59191
98.0,100,141.626888
100.0,100,141.66009
100.0,100,141.694203
100.0,100,141.727365
100.0,100,141.761342
100.0,100,141.795293
100.0,100,141.827756
100.0,100,141.861119
100.0,100,141.894985
100.0,100,141.927955
100.0,100,141.960646
100.0,100,141.99335
100.0,100,142.0275
100.0,100,142.060326
100.0,100,142.09384
100.0,100,142.128295
100.0,100,142.160961
100.0,100,142.193915
100.0,100,142.228677
98.0,100,142.262965
100.0,100,142.295183
100.0,100,142.327272
100.0,100,142.361432
98.0,100,142.39613
96.0,100,142.429018
96.0,100,142.461455
100.0,100,142.495211
100.0,100,142.529294
100.0,100,142.562706
100.0,100,142.599222
100.0,100,142.633428
100.0,100,142.668164
100.0,100,142.700741
100.0,100,142.732737
100.0,100,142.764771
98.0,100,142.797935
100.0,100,142.829733
100.0,100,142.863006
100.0,100,142.895253
98.0,100,142.930191
98.0,100,142.964535
100.0,100,142.998358
96.0,100,143.03165
100.0,100,143.063684
100.0,100,143.098422
100.0,100,143.162848
100.0,100,143.197347
96.0,100,143.229829
100.0,100,143.264525
100.0,100,143.297445
100.0,100,143.329435
100.0,100,143.36506
