#{"t_start": 1726419841.7342029, "env_id": "RMSA_ENV-v0"}
r,l,t
988,1000,25827.646105
1000,1000,25828.890354
996,1000,25830.144083
998,1000,25831.390242
998,1000,25832.635945
996,1000,25833.872917
998,1000,25835.118182
1000,1000,25836.367132
998,1000,25837.617338
998,1000,25838.862347
1000,1000,25840.113944
998,1000,25841.359405
1000,1000,25842.597866
1000,1000,25843.889379
996,1000,25845.125256
988,1000,25846.365916
1000,1000,25847.623205
998,1000,25848.861473
1000,1000,25850.096702
998,1000,25851.348382
996,1000,25852.592726
1000,1000,25853.846419
1000,1000,25855.123152
1000,1000,25856.370944
1000,1000,25857.608243
996,1000,25858.868178
998,1000,25860.125108
992,1000,25861.381292
992,1000,25862.618382
994,1000,25863.8461
996,1000,25865.098234
992,1000,25866.335176
996,1000,25867.570506
996,1000,25868.820265
998,1000,25870.07364
998,1000,25871.321699
1000,1000,25872.569159
992,1000,25873.820179
992,1000,25875.079558
1000,1000,25876.328545
998,1000,25877.568009
998,1000,25878.814522
1000,1000,25880.063434
998,1000,25881.325451
996,1000,25882.575308
992,1000,25883.840737
994,1000,25885.090534
1000,1000,25886.343327
998,1000,25887.595953
998,1000,25888.851683
1000,1000,25890.11322
994,1000,25891.354716
998,1000,25892.695754
996,1000,25893.967839
996,1000,25895.248183
998,1000,25896.506934
1000,1000,25897.772682
990,1000,25899.042526
998,1000,25900.304083
998,1000,25901.569263
1000,1000,25902.825181
998,1000,25904.097473
1000,1000,25905.367783
996,1000,25906.6354
994,1000,25907.895556
998,1000,25909.153734
994,1000,25910.425884
994,1000,25911.691883
996,1000,25912.951996
994,1000,25914.21897
998,1000,25915.476504
996,1000,25916.74276
996,1000,25918.007444
994,1000,25919.270192
1000,1000,25920.524433
998,1000,25921.776441
996,1000,25923.026315
994,1000,25924.287543
1000,1000,25925.551399
998,1000,25926.820444
1000,1000,25928.080055
996,1000,25929.337465
1000,1000,25930.6048
998,1000,25931.876161
998,1000,25933.163222
1000,1000,25934.417554
1000,1000,25935.685537
998,1000,25936.964672
1000,1000,25938.224842
998,1000,25939.483335
988,1000,25940.73434
996,1000,25942.005843
998,1000,25943.260834
998,1000,25944.518173
986,1000,25945.770006
996,1000,25947.028464
998,1000,25948.297898
996,1000,25949.575895
998,1000,25950.864498
1000,1000,25952.152941
998,1000,25953.471172
998,1000,25954.809794
998,1000,25956.197262
994,1000,25957.488638
1000,1000,25958.776983
996,1000,25960.065632
996,1000,25961.332741
994,1000,25962.596781
1000,1000,25963.881649
1000,1000,25965.179845
992,1000,25966.438729
996,1000,25967.745232
1000,1000,25969.000907
992,1000,25970.267733
996,1000,25971.519208
996,1000,25972.759629
998,1000,25974.017838
994,1000,25975.272224
1000,1000,25976.529891
996,1000,25977.793014
998,1000,25979.048298
996,1000,25980.317633
998,1000,25981.626703
996,1000,25982.886988
998,1000,25984.155184
1000,1000,25985.438341
998,1000,25986.712391
988,1000,25987.985802
992,1000,25989.258726
994,1000,25990.560824
988,1000,25991.874217
998,1000,25993.148076
996,1000,25994.419449
994,1000,25995.69153
998,1000,25996.943109
998,1000,25998.200652
992,1000,25999.44761
986,1000,26000.688564
996,1000,26001.936974
1000,1000,26003.189552
1000,1000,26004.441819
996,1000,26005.698236
1000,1000,26006.959119
998,1000,26008.214927
1000,1000,26009.479089
996,1000,26010.738939
996,1000,26012.000739
998,1000,26013.264959
1000,1000,26014.52716
990,1000,26015.780673
1000,1000,26017.048511
998,1000,26018.301512
998,1000,26019.550441
998,1000,26020.813788
998,1000,26022.066144
1000,1000,26023.334736
998,1000,26024.608802
1000,1000,26025.876107
1000,1000,26027.138415
996,1000,26028.40204
998,1000,26029.680818
996,1000,26030.950884
1000,1000,26032.222587
998,1000,26033.494032
1000,1000,26034.75937
992,1000,26036.028036
998,1000,26037.29502
1000,1000,26038.55602
998,1000,26039.875677
996,1000,26041.136157
998,1000,26042.396912
998,1000,26043.640188
1000,1000,26044.901138
998,1000,26046.162295
998,1000,26047.411454
1000,1000,26048.674395
998,1000,26049.919172
996,1000,26051.163485
998,1000,26052.41254
1000,1000,26053.680866
990,1000,26054.924689
990,1000,26056.1984
998,1000,26057.477864
1000,1000,26058.741639
998,1000,26060.000567
998,1000,26061.255831
1000,1000,26062.505162
998,1000,26063.752936
998,1000,26065.011742
1000,1000,26066.250706
996,1000,26067.495664
996,1000,26068.74838
992,1000,26070.004267
1000,1000,26071.263551
996,1000,26072.527583
996,1000,26073.774977
998,1000,26075.036728
1000,1000,26076.294214
992,1000,26077.559304
994,1000,26078.821925
1000,1000,26080.078932
1000,1000,26081.337471
996,1000,26082.59656
992,1000,26083.854697
998,1000,26085.110345
998,1000,26086.375603
994,1000,26087.607714
1000,1000,26088.869653
1000,1000,26090.131487
994,1000,26091.392325
990,1000,26092.648558
996,1000,26093.911376
998,1000,26095.165889
990,1000,26096.419087
1000,1000,26097.661896
996,1000,26098.919957
1000,1000,26100.178081
998,1000,26101.435186
1000,1000,26102.689725
998,1000,26103.938661
1000,1000,26105.203199
998,1000,26106.455553
998,1000,26107.709141
998,1000,26108.965022
996,1000,26110.209934
986,1000,26111.458071
996,1000,26112.724426
1000,1000,26113.991784
998,1000,26115.258115
998,1000,26116.515789
996,1000,26117.772662
1000,1000,26119.035556
1000,1000,26120.289784
998,1000,26121.532925
998,1000,26122.800868
1000,1000,26124.062147
998,1000,26125.30901
996,1000,26126.56776
1000,1000,26127.817769
990,1000,26129.055307
998,1000,26130.313084
1000,1000,26131.565976
992,1000,26132.816994
992,1000,26134.068493
1000,1000,26135.316808
996,1000,26136.563799
1000,1000,26137.806106
996,1000,26139.050379
1000,1000,26140.367741
1000,1000,26141.617583
996,1000,26142.874841
992,1000,26144.130835
1000,1000,26145.382548
998,1000,26146.632097
992,1000,26147.879671
1000,1000,26149.138082
998,1000,26150.39143
1000,1000,26151.646924
1000,1000,26152.91013
996,1000,26154.161646
1000,1000,26155.421505
986,1000,26156.677546
998,1000,26157.933794
996,1000,26159.175051
992,1000,26160.439594
996,1000,26161.683803
1000,1000,26162.942716
994,1000,26164.195186
1000,1000,26165.462126
988,1000,26166.712966
998,1000,26167.973416
1000,1000,26169.225971
1000,1000,26170.491487
1000,1000,26171.760991
998,1000,26173.033527
996,1000,26174.29013
1000,1000,26175.542212
996,1000,26176.806863
998,1000,26178.062401
1000,1000,26179.322482
998,1000,26180.583802
1000,1000,26181.846946
1000,1000,26183.122546
996,1000,26184.376759
1000,1000,26185.666002
994,1000,26186.921252
990,1000,26188.18687
998,1000,26189.45951
998,1000,26190.718325
994,1000,26191.980649
998,1000,26193.230331
996,1000,26194.486698
994,1000,26195.762904
1000,1000,26197.038429
998,1000,26198.285975
994,1000,26199.535321
994,1000,26200.793426
1000,1000,26202.058313
998,1000,26203.303093
996,1000,26204.559878
998,1000,26205.813714
998,1000,26207.077618
990,1000,26208.330567
984,1000,26209.589619
1000,1000,26210.86712
990,1000,26212.137657
1000,1000,26213.384041
1000,1000,26214.647366
992,1000,26215.899244
998,1000,26217.165177
996,1000,26218.483331
1000,1000,26219.751052
998,1000,26221.011413
986,1000,26222.264117
992,1000,26223.511434
992,1000,26224.770015
998,1000,26226.033737
1000,1000,26227.305246
1000,1000,26228.576731
998,1000,26229.835846
1000,1000,26231.156176
1000,1000,26232.425911
1000,1000,26233.695692
998,1000,26234.965775
994,1000,26236.234329
996,1000,26237.493401
996,1000,26238.753865
998,1000,26240.004291
996,1000,26241.274695
998,1000,26242.540274
994,1000,26243.800974
994,1000,26245.056219
1000,1000,26246.316219
998,1000,26247.567647
1000,1000,26248.816661
1000,1000,26250.074768
1000,1000,26251.323841
996,1000,26252.581436
990,1000,26253.833082
998,1000,26255.080495
1000,1000,26256.3484
1000,1000,26257.612722
996,1000,26258.862563
998,1000,26260.110567
990,1000,26261.364659
1000,1000,26262.629887
988,1000,26263.8833
1000,1000,26265.140205
996,1000,26266.389958
996,1000,26267.646693
1000,1000,26268.902428
1000,1000,26270.154646
998,1000,26271.405399
992,1000,26272.648221
998,1000,26273.88936
998,1000,26275.133766
994,1000,26276.383244
1000,1000,26277.631627
998,1000,26278.886139
996,1000,26280.132009
998,1000,26281.391386
1000,1000,26282.647514
1000,1000,26283.905866
1000,1000,26285.169409
1000,1000,26286.409684
994,1000,26287.664147
998,1000,26288.920721
998,1000,26290.178407
996,1000,26291.432446
996,1000,26292.693914
996,1000,26293.963262
1000,1000,26295.22587
988,1000,26296.485139
994,1000,26297.724783
998,1000,26298.984054
998,1000,26300.23164
998,1000,26301.492984
998,1000,26302.742796
998,1000,26304.00679
984,1000,26305.261573
998,1000,26306.519365
994,1000,26307.770949
1000,1000,26309.025108
1000,1000,26310.29054
998,1000,26311.556189
998,1000,26312.809881
998,1000,26314.06771
998,1000,26315.317367
1000,1000,26316.56286
996,1000,26317.80947
990,1000,26319.050436
1000,1000,26320.312176
1000,1000,26321.58256
1000,1000,26322.839607
992,1000,26324.10013
996,1000,26325.352565
988,1000,26326.597208
998,1000,26327.85587
998,1000,26329.122229
1000,1000,26330.378099
998,1000,26331.668128
998,1000,26332.913333
1000,1000,26334.1755
1000,1000,26335.436994
994,1000,26336.684135
1000,1000,26337.944642
1000,1000,26339.201048
992,1000,26340.454875
988,1000,26341.713094
994,1000,26342.971138
994,1000,26344.221282
1000,1000,26345.48136
994,1000,26346.731918
994,1000,26348.046554
1000,1000,26349.302801
998,1000,26350.55636
990,1000,26351.816202
996,1000,26353.059264
996,1000,26354.32429
998,1000,26355.575031
1000,1000,26356.835649
996,1000,26358.092458
998,1000,26359.334807
1000,1000,26360.590776
998,1000,26361.84121
998,1000,26363.097517
998,1000,26364.34653
988,1000,26365.591606
996,1000,26366.835816
998,1000,26368.089465
998,1000,26369.343202
998,1000,26370.611688
998,1000,26371.899328
996,1000,26373.145665
994,1000,26374.391996
1000,1000,26375.644025
1000,1000,26376.902972
1000,1000,26378.155097
996,1000,26379.393147
998,1000,26380.663461
992,1000,26381.926945
998,1000,26383.173806
1000,1000,26384.430771
998,1000,26385.678835
990,1000,26386.935194
1000,1000,26388.189288
998,1000,26389.444124
1000,1000,26390.68662
996,1000,26391.949443
996,1000,26393.192482
998,1000,26394.45835
996,1000,26395.710858
996,1000,26396.965266
1000,1000,26398.211902
1000,1000,26399.481629
992,1000,26400.752137
1000,1000,26402.011024
992,1000,26403.256274
996,1000,26404.507578
998,1000,26405.762166
1000,1000,26407.009067
1000,1000,26408.258102
992,1000,26409.504162
998,1000,26410.745622
1000,1000,26412.001796
994,1000,26413.25771
1000,1000,26414.526505
1000,1000,26415.781513
1000,1000,26417.045677
996,1000,26418.301909
992,1000,26419.552369
1000,1000,26420.812381
1000,1000,26422.063705
988,1000,26423.321046
992,1000,26424.592607
1000,1000,26425.860068
998,1000,26427.136601
992,1000,26428.392819
994,1000,26429.650255
1000,1000,26430.905988
998,1000,26432.175101
998,1000,26433.446176
996,1000,26434.727094
994,1000,26435.994129
1000,1000,26437.260098
998,1000,26438.530323
990,1000,26439.829546
1000,1000,26441.105738
992,1000,26442.376042
1000,1000,26443.658502
992,1000,26444.98755
1000,1000,26446.266588
1000,1000,26447.537652
992,1000,26448.808884
996,1000,26450.071891
1000,1000,26451.329785
998,1000,26452.572999
998,1000,26453.828653
998,1000,26455.094393
998,1000,26456.355511
996,1000,26457.657417
996,1000,26458.916769
998,1000,26460.16863
1000,1000,26461.429118
992,1000,26462.697965
996,1000,26463.961035
1000,1000,26465.221682
1000,1000,26466.494427
998,1000,26467.791112
998,1000,26469.06332
1000,1000,26470.374723
998,1000,26471.701978
1000,1000,26473.077363
996,1000,26474.412571
1000,1000,26475.719273
1000,1000,26477.079377
996,1000,26478.408377
998,1000,26479.725297
998,1000,26480.987652
998,1000,26482.28235
1000,1000,26483.553737
990,1000,26484.803052
1000,1000,26486.052486
996,1000,26487.320379
996,1000,26488.617824
998,1000,26489.953882
996,1000,26491.284721
1000,1000,26492.644675
990,1000,26493.928853
992,1000,26495.203718
1000,1000,26496.546313
994,1000,26497.818633
998,1000,26499.08133
996,1000,26500.347494
998,1000,26501.628677
996,1000,26502.897296
998,1000,26504.187541
998,1000,26505.437939
998,1000,26506.700326
994,1000,26507.956829
998,1000,26509.217059
1000,1000,26510.472429
998,1000,26511.74184
1000,1000,26513.041802
996,1000,26514.378612
996,1000,26515.687041
994,1000,26517.003754
1000,1000,26518.312162
998,1000,26519.586049
998,1000,26520.857662
996,1000,26522.101212
990,1000,26523.345825
1000,1000,26524.623518
996,1000,26525.898794
1000,1000,26527.181648
998,1000,26528.472238
996,1000,26529.76055
998,1000,26531.027122
994,1000,26532.323824
986,1000,26533.60597
998,1000,26534.869856
1000,1000,26536.142613
1000,1000,26537.403962
1000,1000,26538.655141
990,1000,26539.913976
998,1000,26541.167374
996,1000,26542.443681
1000,1000,26543.713558
992,1000,26544.986376
1000,1000,26546.288812
998,1000,26547.559814
998,1000,26548.875815
998,1000,26550.140635
994,1000,26551.385087
992,1000,26552.663326
998,1000,26553.922551
1000,1000,26555.192738
998,1000,26556.441246
998,1000,26557.689847
1000,1000,26558.937152
1000,1000,26560.199816
1000,1000,26561.495265
1000,1000,26562.792641
1000,1000,26564.066475
1000,1000,26565.331425
986,1000,26566.601008
990,1000,26567.860152
992,1000,26569.133755
1000,1000,26570.396327
996,1000,26571.671508
998,1000,26572.927529
994,1000,26574.182791
998,1000,26575.435336
990,1000,26576.676849
992,1000,26577.959264
1000,1000,26579.217326
998,1000,26580.497231
1000,1000,26581.792848
1000,1000,26583.07752
996,1000,26584.363428
994,1000,26585.623268
996,1000,26586.884938
998,1000,26588.14883
998,1000,26589.412181
996,1000,26590.691616
998,1000,26592.033996
1000,1000,26593.383116
1000,1000,26594.676035
998,1000,26595.941844
996,1000,26597.194592
998,1000,26598.480745
1000,1000,26599.791254
1000,1000,26601.09068
1000,1000,26602.458472
990,1000,26603.754041
994,1000,26605.028253
1000,1000,26606.288803
998,1000,26607.545534
1000,1000,26608.822513
996,1000,26610.127553
998,1000,26611.418791
998,1000,26612.707665
1000,1000,26613.986675
1000,1000,26615.267944
1000,1000,26616.538669
996,1000,26617.801353
996,1000,26619.071023
1000,1000,26620.348174
1000,1000,26621.659876
998,1000,26622.965981
1000,1000,26624.212305
998,1000,26625.460447
1000,1000,26626.72631
998,1000,26627.988682
998,1000,26629.27347
998,1000,26630.568476
996,1000,26631.833041
996,1000,26633.210695
990,1000,26634.497989
998,1000,26635.747278
992,1000,26637.075259
998,1000,26638.318885
998,1000,26639.675925
1000,1000,26640.97921
994,1000,26642.272523
1000,1000,26643.571602
1000,1000,26644.90286
990,1000,26646.225402
992,1000,26647.544915
996,1000,26648.959814
998,1000,26650.283108
998,1000,26651.586345
1000,1000,26652.904374
998,1000,26654.187216
1000,1000,26655.450233
992,1000,26656.745456
1000,1000,26658.031367
998,1000,26659.29565
998,1000,26660.580473
998,1000,26661.86098
998,1000,26663.217316
992,1000,26664.525833
988,1000,26665.803747
1000,1000,26667.103054
998,1000,26668.384175
990,1000,26669.629788
988,1000,26670.924162
990,1000,26672.269112
998,1000,26673.590958
1000,1000,26674.87537
1000,1000,26676.161838
994,1000,26677.435867
998,1000,26678.706082
992,1000,26679.955723
1000,1000,26681.217276
996,1000,26682.47478
998,1000,26683.726521
996,1000,26684.967183
998,1000,26686.237395
992,1000,26687.488694
998,1000,26688.74508
1000,1000,26690.000294
996,1000,26691.256099
1000,1000,26692.503275
998,1000,26693.730217
1000,1000,26694.999644
1000,1000,26696.262418
994,1000,26697.512975
994,1000,26698.770134
994,1000,26700.067229
996,1000,26701.359681
996,1000,26702.612272
992,1000,26703.879645
998,1000,26705.131423
982,1000,26706.369175
992,1000,26707.618371
1000,1000,26708.865154
996,1000,26710.123194
994,1000,26711.373908
994,1000,26712.623088
996,1000,26713.874615
992,1000,26715.122734
1000,1000,26716.373187
996,1000,26717.615783
998,1000,26718.860635
996,1000,26720.10908
992,1000,26721.366576
994,1000,26722.609088
998,1000,26723.872598
1000,1000,26725.181881
986,1000,26726.505041
1000,1000,26727.815517
1000,1000,26729.075879
998,1000,26730.339659
998,1000,26731.618134
998,1000,26732.876533
998,1000,26734.146601
998,1000,26735.494546
998,1000,26736.832745
994,1000,26738.158461
988,1000,26739.458296
998,1000,26740.768546
998,1000,26742.018408
1000,1000,26743.302839
998,1000,26744.549832
998,1000,26745.800108
994,1000,26747.057287
994,1000,26748.298933
984,1000,26749.560251
1000,1000,26750.819222
1000,1000,26752.141035
1000,1000,26753.413354
998,1000,26754.678311
996,1000,26755.941029
1000,1000,26757.21046
990,1000,26758.490084
992,1000,26759.759796
992,1000,26761.032015
998,1000,26762.287708
996,1000,26763.553479
1000,1000,26764.828664
1000,1000,26766.124212
998,1000,26767.428953
998,1000,26768.710093
996,1000,26770.009426
1000,1000,26771.27181
998,1000,26772.596805
988,1000,26773.90056
994,1000,26775.184567
992,1000,26776.484056
996,1000,26777.739456
1000,1000,26779.008739
1000,1000,26780.299107
998,1000,26781.625583
998,1000,26782.923646
992,1000,26784.257846
998,1000,26785.572061
1000,1000,26786.854359
996,1000,26788.176129
990,1000,26789.444265
994,1000,26790.757838
1000,1000,26792.047892
998,1000,26793.32475
998,1000,26794.642504
998,1000,26795.921565
998,1000,26797.196565
994,1000,26798.465671
1000,1000,26799.72799
996,1000,26801.023203
1000,1000,26802.305641
994,1000,26803.648345
998,1000,26804.945942
998,1000,26806.288484
1000,1000,26807.586673
1000,1000,26808.890721
1000,1000,26810.156962
1000,1000,26811.422931
996,1000,26812.72056
1000,1000,26814.022724
998,1000,26815.313496
998,1000,26816.588225
1000,1000,26817.835827
1000,1000,26819.093942
996,1000,26820.355639
996,1000,26821.611863
1000,1000,26822.877978
990,1000,26824.131605
998,1000,26825.378907
990,1000,26826.641393
1000,1000,26827.888718
998,1000,26829.133093
996,1000,26830.391047
998,1000,26831.647211
998,1000,26832.903406
1000,1000,26834.161379
996,1000,26835.413298
1000,1000,26836.678214
994,1000,26837.947018
1000,1000,26839.220972
998,1000,26840.476409
1000,1000,26841.725423
1000,1000,26842.986344
984,1000,26844.249986
996,1000,26845.502493
1000,1000,26846.813398
1000,1000,26848.067671
1000,1000,26849.330346
998,1000,26850.628577
1000,1000,26851.936428
998,1000,26853.234517
996,1000,26854.521809
1000,1000,26855.787635
1000,1000,26857.042496
994,1000,26858.286882
996,1000,26859.532514
998,1000,26860.783306
998,1000,26862.034738
998,1000,26863.296175
1000,1000,26864.532265
996,1000,26865.784412
992,1000,26867.030778
1000,1000,26868.276788
996,1000,26869.522327
996,1000,26870.782621
1000,1000,26872.021272
998,1000,26873.27363
996,1000,26874.531305
996,1000,26875.786759
996,1000,26877.028486
996,1000,26878.289937
1000,1000,26879.544136
998,1000,26880.783796
998,1000,26882.022481
524,526,26883.268954
1000,1000,26884.528056
996,1000,26885.761704
992,1000,26887.011152
1000,1000,26888.24861
994,1000,26889.490308
998,1000,26890.74914
996,1000,26891.99216
988,1000,26893.237277
990,1000,26894.486577
996,1000,26895.721413
996,1000,26896.956904
984,1000,26898.202887
1000,1000,26899.472521
994,1000,26900.722835
990,1000,26901.965134
982,1000,26903.208124
990,1000,26904.453737
982,1000,26905.698635
992,1000,26906.933892
980,1000,26908.171938
998,1000,26909.420476
994,1000,26910.683391
1000,1000,26911.930059
988,1000,26913.166458
990,1000,26914.409258
998,1000,26915.676442
998,1000,26916.935474
998,1000,26918.194846
1000,1000,26919.492164
990,1000,26920.822577
994,1000,26922.072677
1000,1000,26923.337583
998,1000,26924.590764
986,1000,26925.82759
992,1000,26927.072943
998,1000,26928.360526
990,1000,26929.615812
994,1000,26930.882268
992,1000,26932.17053
998,1000,26933.420136
992,1000,26934.677005
994,1000,26935.955206
994,1000,26937.229761
996,1000,26938.477943
996,1000,26939.768418
1000,1000,26941.049464
998,1000,26942.300695
994,1000,26943.570419
996,1000,26944.812636
996,1000,26946.045276
1000,1000,26947.282523
992,1000,26948.530151
992,1000,26949.791016
988,1000,26951.031037
1000,1000,26952.273521
994,1000,26953.515692
994,1000,26954.764815
996,1000,26956.009715
1000,1000,26957.237068
988,1000,26958.47648
994,1000,26959.720611
994,1000,26960.96445
992,1000,26962.272418
1000,1000,26963.518229
986,1000,26964.779492
990,1000,26966.038616
992,1000,26967.292392
1000,1000,26968.556238
992,1000,26969.819378
996,1000,26971.060496
986,1000,26972.298403
994,1000,26973.595963
1000,1000,26974.889868
998,1000,26976.162888
994,1000,26977.436095
988,1000,26978.683295
992,1000,26979.916533
992,1000,26981.146918
998,1000,26982.402432
994,1000,26983.64737
998,1000,26984.930577
996,1000,26986.193225
996,1000,26987.456631
996,1000,26988.742702
992,1000,26989.992932
992,1000,26991.260883
1000,1000,26992.548862
996,1000,26993.808045
996,1000,26995.081881
998,1000,26996.356836
994,1000,26997.614854
998,1000,26998.894708
1000,1000,27000.180117
992,1000,27001.447203
990,1000,27002.736496
992,1000,27004.01016
994,1000,27005.277779
984,1000,27006.53787
992,1000,27007.793327
994,1000,27009.039194
998,1000,27010.290373
998,1000,27011.535294
988,1000,27012.774839
986,1000,27014.013882
1000,1000,27015.263016
996,1000,27016.508445
986,1000,27017.753309
994,1000,27019.010218
998,1000,27020.247627
996,1000,27021.480351
1000,1000,27022.724852
994,1000,27023.961769
998,1000,27025.20653
994,1000,27026.448249
998,1000,27027.689993
990,1000,27028.928478
996,1000,27030.183267
992,1000,27031.43741
992,1000,27032.678198
988,1000,27033.910295
998,1000,27035.153444
984,1000,27036.430608
988,1000,27037.672119
988,1000,27038.91281
998,1000,27040.15592
998,1000,27041.39743
998,1000,27042.651342
994,1000,27043.90793
986,1000,27045.181403
996,1000,27046.430884
998,1000,27047.683618
994,1000,27048.928391
1000,1000,27050.177499
1000,1000,27051.413631
992,1000,27052.673691
990,1000,27053.976201
988,1000,27055.229822
998,1000,27056.49047
1000,1000,27057.740936
972,1000,27059.017029
996,1000,27060.281001
972,1000,27061.525744
996,1000,27062.798453
994,1000,27064.052345
1000,1000,27065.313191
1000,1000,27066.587377
992,1000,27067.881891
998,1000,27069.151664
992,1000,27070.413498
992,1000,27071.655833
998,1000,27072.916185
984,1000,27074.172678
998,1000,27075.44988
996,1000,27076.720223
996,1000,27078.017899
992,1000,27079.307432
988,1000,27080.543014
986,1000,27081.806672
994,1000,27083.05716
988,1000,27084.289137
996,1000,27085.57342
992,1000,27086.825887
988,1000,27088.066686
998,1000,27089.324321
1000,1000,27090.577466
998,1000,27091.833186
992,1000,27093.117827
1000,1000,27094.374036
994,1000,27095.625763
988,1000,27096.861161
1000,1000,27098.112463
992,1000,27099.374335
990,1000,27100.643722
1000,1000,27101.893967
996,1000,27103.15304
996,1000,27104.404776
994,1000,27105.654046
972,1000,27106.897888
996,1000,27108.143852
996,1000,27109.41281
996,1000,27110.661823
990,1000,27111.901997
992,1000,27113.136882
992,1000,27114.37898
996,1000,27115.623817
1000,1000,27116.879921
1000,1000,27118.122679
998,1000,27119.379369
986,1000,27120.619988
978,1000,27121.856559
1000,1000,27123.104728
996,1000,27124.352809
998,1000,27125.586267
992,1000,27126.832485
988,1000,27128.075151
994,1000,27129.315483
990,1000,27130.580704
998,1000,27131.822232
996,1000,27133.064877
994,1000,27134.310266
994,1000,27135.542099
998,1000,27136.785402
996,1000,27138.01134
998,1000,27139.25313
990,1000,27140.559877
994,1000,27141.825848
992,1000,27143.097005
992,1000,27144.353282
998,1000,27145.61582
988,1000,27146.882191
994,1000,27148.150809
994,1000,27149.439833
996,1000,27150.702555
974,1000,27151.940217
990,1000,27153.193557
982,1000,27154.441974
986,1000,27155.689769
998,1000,27156.940478
994,1000,27158.182207
998,1000,27159.479796
1000,1000,27160.739409
992,1000,27162.04479
996,1000,27163.307187
988,1000,27164.545667
996,1000,27165.812595
998,1000,27167.072947
994,1000,27168.323006
1000,1000,27169.581528
998,1000,27170.832673
992,1000,27172.070735
996,1000,27173.324447
988,1000,27174.63028
988,1000,27175.912358
994,1000,27177.17971
998,1000,27178.476556
996,1000,27179.757223
998,1000,27181.037281
994,1000,27182.303043
998,1000,27183.566292
994,1000,27184.809487
998,1000,27186.056008
988,1000,27187.343675
996,1000,27188.624638
982,1000,27189.878397
996,1000,27191.117873
998,1000,27192.364829
994,1000,27193.632256
996,1000,27194.881712
996,1000,27196.148367
998,1000,27197.39353
992,1000,27198.670208
998,1000,27199.927499
994,1000,27201.167625
990,1000,27202.407846
1000,1000,27203.65364
990,1000,27204.901311
996,1000,27206.17396
1000,1000,27207.453729
988,1000,27208.743376
986,1000,27210.014313
996,1000,27211.272919
998,1000,27212.551239
998,1000,27213.832101
998,1000,27215.084558
992,1000,27216.335823
990,1000,27217.595251
996,1000,27218.836942
996,1000,27220.147934
996,1000,27221.443903
996,1000,27222.750798
992,1000,27224.004911
988,1000,27225.258215
1000,1000,27226.525128
990,1000,27227.782996
994,1000,27229.039476
986,1000,27230.282556
1000,1000,27231.553232
992,1000,27232.865994
992,1000,27234.141617
1000,1000,27235.403349
1000,1000,27236.658606
998,1000,27237.912569
996,1000,27239.145778
1000,1000,27240.427156
988,1000,27241.685349
996,1000,27242.941075
988,1000,27244.202744
998,1000,27245.51208
998,1000,27246.806304
990,1000,27248.061971
992,1000,27249.331428
986,1000,27250.632797
986,1000,27251.906736
998,1000,27253.183371
1000,1000,27254.454067
998,1000,27255.72404
1000,1000,27256.966786
992,1000,27258.218924
990,1000,27259.4637
990,1000,27260.705907
994,1000,27261.946219
984,1000,27263.207666
998,1000,27264.511107
1000,1000,27265.784215
992,1000,27267.072856
996,1000,27268.31708
996,1000,27269.571734
974,1000,27270.811661
990,1000,27272.071301
1000,1000,27273.30972
992,1000,27274.556697
998,1000,27275.816289
1000,1000,27277.0629
994,1000,27278.308592
998,1000,27279.569187
992,1000,27280.819482
986,1000,27282.080808
994,1000,27283.357325
998,1000,27284.594368
992,1000,27285.824155
994,1000,27287.058798
996,1000,27288.309737
996,1000,27289.553357
992,1000,27290.804665
1000,1000,27292.064196
978,1000,27293.299579
992,1000,27294.536954
986,1000,27295.772303
998,1000,27297.009958
992,1000,27298.258109
990,1000,27299.505099
990,1000,27300.754232
994,1000,27301.987698
1000,1000,27303.242361
984,1000,27304.483286
990,1000,27305.71742
994,1000,27306.965585
996,1000,27308.219975
996,1000,27309.474117
998,1000,27310.729675
970,1000,27311.978882
996,1000,27313.212531
994,1000,27314.464637
990,1000,27315.755174
996,1000,27317.038371
996,1000,27318.300109
998,1000,27319.549416
982,1000,27320.790599
996,1000,27322.036902
998,1000,27323.285721
994,1000,27324.570601
1000,1000,27325.864779
996,1000,27327.157186
998,1000,27328.442941
1000,1000,27329.75156
994,1000,27331.028412
998,1000,27332.309194
994,1000,27333.583795
998,1000,27334.852925
996,1000,27336.117315
996,1000,27337.367657
986,1000,27338.610393
994,1000,27339.885287
970,1000,27341.133526
998,1000,27342.390386
998,1000,27343.682163
986,1000,27344.929036
984,1000,27346.177942
990,1000,27347.434644
998,1000,27348.68226
998,1000,27349.928097
1000,1000,27351.171985
990,1000,27352.401716
996,1000,27353.64666
998,1000,27354.906747
988,1000,27356.184059
996,1000,27357.472974
996,1000,27358.716525
986,1000,27360.002256
998,1000,27361.282782
984,1000,27362.54182
992,1000,27363.776929
988,1000,27365.093905
998,1000,27366.352053
994,1000,27367.619576
990,1000,27368.870675
984,1000,27370.14551
998,1000,27371.423047
996,1000,27372.694913
992,1000,27373.944183
994,1000,27375.200709
972,1000,27376.460375
998,1000,27377.710213
974,1000,27378.957817
988,1000,27380.215725
1000,1000,27381.472216
996,1000,27382.762001
996,1000,27384.044741
994,1000,27385.338049
996,1000,27386.610958
992,1000,27387.890099
994,1000,27389.135359
990,1000,27390.391014
994,1000,27391.640618
988,1000,27392.866094
996,1000,27394.108394
978,1000,27395.339241
