#{"t_start": 1726419841.7342029, "env_id": "RMSA_ENV-v0"}
r,l,t
980,1000,1781426.956244
986,1000,1781428.301704
988,1000,1781429.677379
980,1000,1781431.050505
982,1000,1781432.575937
998,1000,1781433.933031
994,1000,1781435.291377
968,1000,1781436.729377
986,1000,1781438.104748
984,1000,1781439.460556
982,1000,1781440.793675
988,1000,1781442.142404
990,1000,1781443.486619
978,1000,1781444.869879
976,1000,1781446.221727
994,1000,1781447.551828
976,1000,1781448.863831
984,1000,1781450.155136
992,1000,1781451.448955
988,1000,1781452.740595
988,1000,1781454.035333
984,1000,1781455.327471
994,1000,1781456.624633
980,1000,1781457.932402
996,1000,1781459.23122
980,1000,1781460.527707
986,1000,1781461.831257
984,1000,1781463.14753
996,1000,1781464.440675
992,1000,1781465.753575
986,1000,1781467.040751
990,1000,1781468.343348
986,1000,1781469.641268
984,1000,1781470.981365
994,1000,1781472.297796
988,1000,1781473.605415
992,1000,1781474.895316
990,1000,1781476.204667
986,1000,1781477.48833
992,1000,1781478.798438
996,1000,1781480.108957
996,1000,1781481.412368
992,1000,1781482.716737
996,1000,1781484.01863
982,1000,1781485.316403
978,1000,1781486.613191
992,1000,1781487.912157
978,1000,1781489.196673
998,1000,1781490.547407
978,1000,1781491.9184
984,1000,1781493.249942
990,1000,1781494.598228
992,1000,1781495.953563
982,1000,1781497.256842
980,1000,1781498.564116
988,1000,1781499.858516
988,1000,1781501.159636
992,1000,1781502.447831
990,1000,1781503.74787
982,1000,1781505.047875
984,1000,1781506.353562
990,1000,1781507.657217
984,1000,1781508.960135
988,1000,1781510.258113
984,1000,1781511.597969
986,1000,1781512.905208
990,1000,1781514.227004
990,1000,1781515.51512
988,1000,1781516.821778
988,1000,1781518.111193
970,1000,1781519.435157
994,1000,1781520.755692
986,1000,1781522.057474
982,1000,1781523.399654
982,1000,1781524.717974
996,1000,1781526.049725
984,1000,1781527.450716
986,1000,1781528.808443
994,1000,1781530.110531
982,1000,1781531.428523
978,1000,1781532.773499
984,1000,1781534.108749
974,1000,1781535.502379
980,1000,1781536.793911
992,1000,1781538.093012
988,1000,1781539.384393
976,1000,1781540.681478
982,1000,1781541.997481
994,1000,1781543.29763
978,1000,1781544.635278
982,1000,1781545.977773
998,1000,1781547.299095
974,1000,1781548.63566
988,1000,1781549.960861
976,1000,1781551.286318
982,1000,1781552.602213
982,1000,1781553.917314
964,1000,1781555.213381
980,1000,1781556.534023
966,1000,1781557.863353
990,1000,1781559.166874
992,1000,1781560.506092
982,1000,1781561.855061
992,1000,1781563.205961
994,1000,1781564.524967
996,1000,1781565.859766
984,1000,1781567.229407
990,1000,1781568.537666
982,1000,1781569.870171
988,1000,1781571.182397
984,1000,1781572.495594
970,1000,1781573.815697
978,1000,1781575.117631
992,1000,1781576.430406
996,1000,1781577.775022
990,1000,1781579.083186
974,1000,1781580.362278
996,1000,1781581.673239
986,1000,1781582.96478
980,1000,1781584.280466
994,1000,1781585.60747
990,1000,1781586.984228
982,1000,1781588.295279
994,1000,1781589.604735
982,1000,1781590.98431
982,1000,1781592.313208
978,1000,1781593.629935
976,1000,1781595.01498
994,1000,1781596.33417
992,1000,1781597.694088
976,1000,1781599.035619
986,1000,1781600.367247
994,1000,1781601.669227
992,1000,1781602.966279
984,1000,1781604.281971
986,1000,1781605.613005
996,1000,1781606.910484
976,1000,1781608.214111
978,1000,1781609.517688
994,1000,1781610.818716
982,1000,1781612.112283
994,1000,1781613.414721
988,1000,1781614.721896
972,1000,1781616.029779
984,1000,1781617.334631
996,1000,1781618.656834
994,1000,1781619.979277
986,1000,1781621.286708
980,1000,1781622.586871
998,1000,1781623.898702
986,1000,1781625.185483
978,1000,1781626.480053
994,1000,1781627.791433
976,1000,1781629.080151
980,1000,1781630.361956
996,1000,1781631.675808
992,1000,1781633.026216
992,1000,1781634.3937
976,1000,1781635.742612
990,1000,1781637.058562
994,1000,1781638.352019
984,1000,1781639.660518
996,1000,1781640.95686
990,1000,1781642.250858
994,1000,1781643.560067
992,1000,1781644.878723
984,1000,1781646.176637
992,1000,1781647.480905
994,1000,1781648.786628
978,1000,1781650.090325
988,1000,1781651.39029
990,1000,1781652.684646
986,1000,1781653.98347
992,1000,1781655.309615
984,1000,1781656.613543
988,1000,1781657.918782
978,1000,1781659.21666
972,1000,1781660.511233
996,1000,1781661.822956
974,1000,1781663.112924
988,1000,1781664.408982
976,1000,1781665.77605
988,1000,1781667.083795
984,1000,1781668.433831
994,1000,1781669.776156
986,1000,1781671.12206
988,1000,1781672.415639
996,1000,1781673.76796
988,1000,1781675.081059
996,1000,1781676.397863
972,1000,1781677.693178
984,1000,1781679.040849
990,1000,1781680.358983
992,1000,1781681.727107
976,1000,1781683.057472
976,1000,1781684.401582
984,1000,1781685.725746
998,1000,1781687.037195
988,1000,1781688.360692
996,1000,1781689.677006
990,1000,1781691.035615
994,1000,1781692.353813
984,1000,1781693.929409
988,1000,1781696.333761
988,1000,1781697.67593
990,1000,1781698.992563
978,1000,1781700.311045
996,1000,1781701.617117
978,1000,1781702.923386
974,1000,1781704.21898
990,1000,1781705.549819
978,1000,1781706.903234
998,1000,1781708.200912
988,1000,1781709.503719
990,1000,1781710.811662
982,1000,1781712.136514
990,1000,1781713.483415
984,1000,1781714.790764
978,1000,1781716.121137
996,1000,1781717.455597
980,1000,1781718.775324
976,1000,1781720.110155
978,1000,1781721.435861
980,1000,1781722.750231
982,1000,1781724.087477
960,1000,1781725.407121
994,1000,1781726.730988
984,1000,1781728.011435
994,1000,1781729.305618
992,1000,1781730.615037
992,1000,1781731.919194
996,1000,1781733.211357
972,1000,1781734.501249
978,1000,1781735.805467
988,1000,1781737.11413
992,1000,1781738.412873
976,1000,1781739.703441
984,1000,1781740.998084
986,1000,1781742.298713
980,1000,1781743.61555
998,1000,1781744.916032
996,1000,1781746.208601
982,1000,1781747.498402
984,1000,1781748.803367
994,1000,1781750.125654
984,1000,1781751.434452
992,1000,1781752.748588
980,1000,1781754.078026
990,1000,1781755.371238
994,1000,1781756.670147
992,1000,1781757.977394
976,1000,1781759.2633
988,1000,1781760.568273
988,1000,1781761.867108
990,1000,1781763.163897
996,1000,1781764.487081
988,1000,1781765.827027
994,1000,1781767.183402
980,1000,1781768.486773
996,1000,1781769.80179
988,1000,1781771.141579
994,1000,1781772.490754
990,1000,1781773.799379
988,1000,1781775.104476
974,1000,1781776.384014
988,1000,1781777.685814
986,1000,1781778.975826
984,1000,1781780.266973
992,1000,1781781.56529
966,1000,1781782.87048
996,1000,1781784.166538
994,1000,1781785.478706
998,1000,1781786.783554
970,1000,1781788.08457
982,1000,1781789.383456
982,1000,1781790.689856
974,1000,1781792.051007
978,1000,1781793.376962
990,1000,1781794.700259
978,1000,1781796.094171
994,1000,1781797.401783
988,1000,1781798.749382
984,1000,1781800.066937
990,1000,1781801.386106
978,1000,1781802.687778
974,1000,1781804.032137
994,1000,1781805.365496
986,1000,1781806.7119
990,1000,1781808.092211
990,1000,1781809.41614
988,1000,1781810.72201
980,1000,1781812.035224
996,1000,1781813.392955
992,1000,1781814.703754
956,1000,1781816.067891
982,1000,1781817.38756
984,1000,1781818.691859
990,1000,1781819.994552
990,1000,1781821.302588
990,1000,1781822.595221
988,1000,1781823.892958
988,1000,1781825.202797
988,1000,1781826.50513
982,1000,1781827.801165
992,1000,1781829.143137
986,1000,1781830.449265
996,1000,1781831.761068
990,1000,1781833.078905
980,1000,1781834.3728
972,1000,1781835.668812
986,1000,1781836.963972
988,1000,1781838.323152
990,1000,1781839.633501
992,1000,1781840.945522
974,1000,1781842.245487
996,1000,1781843.586062
990,1000,1781844.886831
986,1000,1781846.183917
972,1000,1781847.486139
988,1000,1781848.795263
986,1000,1781850.093564
976,1000,1781851.395642
980,1000,1781852.682567
994,1000,1781853.983342
994,1000,1781855.278641
986,1000,1781856.582507
982,1000,1781857.923118
998,1000,1781859.270267
986,1000,1781860.592632
982,1000,1781861.895023
984,1000,1781863.190457
988,1000,1781864.501617
994,1000,1781865.806935
988,1000,1781867.10696
984,1000,1781868.408266
988,1000,1781869.717192
980,1000,1781871.048844
980,1000,1781872.355632
994,1000,1781873.687088
990,1000,1781875.038584
990,1000,1781876.360092
984,1000,1781877.662982
986,1000,1781878.991945
960,1000,1781880.356889
986,1000,1781881.683486
998,1000,1781883.034007
986,1000,1781884.364332
988,1000,1781885.727752
984,1000,1781887.04803
992,1000,1781888.372473
984,1000,1781889.706087
970,1000,1781891.123551
980,1000,1781892.476945
986,1000,1781893.802209
986,1000,1781895.12512
994,1000,1781896.434976
992,1000,1781897.744616
972,1000,1781899.057118
992,1000,1781900.367526
976,1000,1781901.686335
988,1000,1781902.993694
984,1000,1781904.323399
990,1000,1781905.629532
992,1000,1781906.939433
976,1000,1781908.31649
996,1000,1781909.676529
986,1000,1781911.03255
992,1000,1781912.34389
988,1000,1781913.671238
982,1000,1781914.982426
976,1000,1781916.31715
988,1000,1781917.680038
990,1000,1781919.003687
988,1000,1781920.309261
978,1000,1781921.623044
988,1000,1781922.928404
996,1000,1781924.298078
992,1000,1781925.600816
990,1000,1781926.939777
996,1000,1781928.250797
990,1000,1781929.556413
986,1000,1781930.893491
996,1000,1781932.205183
988,1000,1781933.524939
988,1000,1781934.837183
980,1000,1781936.13304
986,1000,1781937.462664
986,1000,1781938.78416
982,1000,1781940.128157
984,1000,1781941.46426
984,1000,1781942.783775
986,1000,1781944.092564
990,1000,1781945.400778
976,1000,1781946.744003
962,1000,1781948.084346
972,1000,1781949.397827
980,1000,1781950.715857
996,1000,1781952.022745
974,1000,1781953.308842
984,1000,1781954.602042
990,1000,1781955.915258
984,1000,1781957.220103
992,1000,1781958.544712
980,1000,1781959.892183
990,1000,1781961.204343
974,1000,1781962.539731
1000,1000,1781963.871797
982,1000,1781965.182007
988,1000,1781966.53622
972,1000,1781967.849968
990,1000,1781969.227145
992,1000,1781970.609407
968,1000,1781971.901317
970,1000,1781973.208248
984,1000,1781974.516077
992,1000,1781975.836115
992,1000,1781977.13538
986,1000,1781978.45533
974,1000,1781979.762186
992,1000,1781981.07275
972,1000,1781982.393992
998,1000,1781983.716739
986,1000,1781985.018663
992,1000,1781986.300967
994,1000,1781987.640921
992,1000,1781988.946579
994,1000,1781990.249524
996,1000,1781991.545375
992,1000,1781992.853564
988,1000,1781994.200098
992,1000,1781995.551478
990,1000,1781996.948974
992,1000,1781998.289888
986,1000,1781999.627188
978,1000,1782000.971721
994,1000,1782002.322124
984,1000,1782003.650499
994,1000,1782004.987525
988,1000,1782006.332601
992,1000,1782007.690684
970,1000,1782009.030558
982,1000,1782010.361016
988,1000,1782011.771664
992,1000,1782013.093813
992,1000,1782014.406623
986,1000,1782015.707887
990,1000,1782017.083297
988,1000,1782018.419404
986,1000,1782019.74725
978,1000,1782021.116008
972,1000,1782022.448758
984,1000,1782023.866608
978,1000,1782025.219891
978,1000,1782026.583007
994,1000,1782027.909425
978,1000,1782029.226143
978,1000,1782030.550828
980,1000,1782031.877395
970,1000,1782033.246459
968,1000,1782034.559898
978,1000,1782035.880432
992,1000,1782037.215515
982,1000,1782038.509275
980,1000,1782039.832305
984,1000,1782041.182455
996,1000,1782042.499041
990,1000,1782043.825177
982,1000,1782045.18178
994,1000,1782046.48615
984,1000,1782047.842301
984,1000,1782049.184259
990,1000,1782050.550811
978,1000,1782051.919536
978,1000,1782053.258607
986,1000,1782054.575465
994,1000,1782055.88122
996,1000,1782057.179941
996,1000,1782058.486141
984,1000,1782059.791326
994,1000,1782061.121526
996,1000,1782062.450125
982,1000,1782063.761322
994,1000,1782065.089111
988,1000,1782066.423005
998,1000,1782067.737357
978,1000,1782069.044764
986,1000,1782070.388553
986,1000,1782071.732537
990,1000,1782073.070091
992,1000,1782074.391899
980,1000,1782075.727915
982,1000,1782077.022292
990,1000,1782078.33289
982,1000,1782079.656739
980,1000,1782080.970476
992,1000,1782082.315662
990,1000,1782083.619476
974,1000,1782084.979951
980,1000,1782086.29777
976,1000,1782087.651298
990,1000,1782088.971099
984,1000,1782090.300691
996,1000,1782091.618976
974,1000,1782092.928719
982,1000,1782094.287495
996,1000,1782095.607589
988,1000,1782096.903915
984,1000,1782098.21927
992,1000,1782099.542622
990,1000,1782100.911839
992,1000,1782102.257621
978,1000,1782103.616757
992,1000,1782105.009142
994,1000,1782106.345173
984,1000,1782107.65187
988,1000,1782108.980836
996,1000,1782110.291293
994,1000,1782111.634146
992,1000,1782113.004311
978,1000,1782114.353729
982,1000,1782115.700132
978,1000,1782117.331944
962,1000,1782120.622362
994,1000,1782122.328266
980,1000,1782123.693792
990,1000,1782125.021733
988,1000,1782126.378934
982,1000,1782127.725404
976,1000,1782129.107792
986,1000,1782130.422019
994,1000,1782131.773428
990,1000,1782133.118404
988,1000,1782134.423196
986,1000,1782135.749582
980,1000,1782137.047736
992,1000,1782138.374756
986,1000,1782139.68496
972,1000,1782140.976443
992,1000,1782142.302953
988,1000,1782143.625164
992,1000,1782144.964523
986,1000,1782146.320398
986,1000,1782147.64909
988,1000,1782148.979042
976,1000,1782150.290313
992,1000,1782151.682155
984,1000,1782153.048743
994,1000,1782154.437633
988,1000,1782155.79518
992,1000,1782157.115853
986,1000,1782158.42167
988,1000,1782159.760571
990,1000,1782161.104533
978,1000,1782162.431482
996,1000,1782163.760626
998,1000,1782165.112822
994,1000,1782166.423147
980,1000,1782167.744168
984,1000,1782169.058971
994,1000,1782170.374747
984,1000,1782171.685669
960,1000,1782172.983293
986,1000,1782174.302551
976,1000,1782175.620253
998,1000,1782176.998912
992,1000,1782178.38581
992,1000,1782179.770147
994,1000,1782181.18121
982,1000,1782182.505423
996,1000,1782183.886757
978,1000,1782185.271249
970,1000,1782186.613235
964,1000,1782187.942869
982,1000,1782189.248167
984,1000,1782190.572337
984,1000,1782191.965788
996,1000,1782193.414757
984,1000,1782194.766149
978,1000,1782196.065231
994,1000,1782197.403077
986,1000,1782198.74878
974,1000,1782200.072262
952,1000,1782201.420673
992,1000,1782202.745411
974,1000,1782204.123808
994,1000,1782205.539844
992,1000,1782206.937634
996,1000,1782208.292058
988,1000,1782209.613587
986,1000,1782210.960581
984,1000,1782212.311812
990,1000,1782213.699735
982,1000,1782215.062297
984,1000,1782216.390414
974,1000,1782217.699702
986,1000,1782219.063704
998,1000,1782220.419783
998,1000,1782221.808355
984,1000,1782223.141361
996,1000,1782224.499662
990,1000,1782225.882924
994,1000,1782227.265397
984,1000,1782228.583554
988,1000,1782229.926105
978,1000,1782231.280612
990,1000,1782232.602993
974,1000,1782233.911083
986,1000,1782235.213888
988,1000,1782236.567253
986,1000,1782237.910444
992,1000,1782239.251699
976,1000,1782240.586595
974,1000,1782241.933252
996,1000,1782243.269635
986,1000,1782244.617674
996,1000,1782246.005112
990,1000,1782247.303773
972,1000,1782248.627422
988,1000,1782249.946922
996,1000,1782251.347245
984,1000,1782252.669775
968,1000,1782254.083572
994,1000,1782255.463631
980,1000,1782256.792022
978,1000,1782258.322275
974,1000,1782259.64643
994,1000,1782261.001672
986,1000,1782262.36471
994,1000,1782263.751223
984,1000,1782265.112607
988,1000,1782266.485793
982,1000,1782267.851948
990,1000,1782269.154
986,1000,1782270.478293
994,1000,1782271.847352
994,1000,1782273.208987
970,1000,1782274.583939
986,1000,1782275.915083
988,1000,1782277.271097
986,1000,1782278.607112
996,1000,1782279.959799
986,1000,1782281.345978
980,1000,1782282.731892
988,1000,1782284.132207
990,1000,1782285.486242
976,1000,1782286.813123
984,1000,1782288.148899
984,1000,1782289.529612
986,1000,1782290.837861
992,1000,1782292.149913
990,1000,1782293.458059
992,1000,1782294.806242
976,1000,1782296.135644
984,1000,1782297.475711
1000,1000,1782298.840916
992,1000,1782300.156526
980,1000,1782301.460977
996,1000,1782302.753652
958,1000,1782304.096266
976,1000,1782305.412296
954,1000,1782306.736535
986,1000,1782308.072708
970,1000,1782309.391867
972,1000,1782310.685877
980,1000,1782311.99329
986,1000,1782313.332518
992,1000,1782314.690687
978,1000,1782316.007624
974,1000,1782317.360498
984,1000,1782318.671134
978,1000,1782319.989581
982,1000,1782321.315225
980,1000,1782322.61507
982,1000,1782323.926531
980,1000,1782325.275996
980,1000,1782326.597904
988,1000,1782327.904973
976,1000,1782329.254677
960,1000,1782330.586927
982,1000,1782331.929095
992,1000,1782333.310296
976,1000,1782334.718156
980,1000,1782336.11177
972,1000,1782337.44038
982,1000,1782338.775547
990,1000,1782340.096311
982,1000,1782341.411425
984,1000,1782342.736631
974,1000,1782344.047461
984,1000,1782345.327065
978,1000,1782346.62444
978,1000,1782347.914453
972,1000,1782349.246929
984,1000,1782350.560224
984,1000,1782351.863707
986,1000,1782353.211877
986,1000,1782354.523565
980,1000,1782355.832976
992,1000,1782357.121954
976,1000,1782358.415426
992,1000,1782359.797019
980,1000,1782361.130817
964,1000,1782362.462449
982,1000,1782363.78715
976,1000,1782365.102954
986,1000,1782366.42742
972,1000,1782367.725542
984,1000,1782369.077294
968,1000,1782370.366384
984,1000,1782371.670707
980,1000,1782372.973186
980,1000,1782374.28381
976,1000,1782375.589255
994,1000,1782376.922136
982,1000,1782378.224349
946,1000,1782379.546582
986,1000,1782380.865766
982,1000,1782382.169543
974,1000,1782383.461894
980,1000,1782384.760077
974,1000,1782386.083211
980,1000,1782387.38786
982,1000,1782388.67344
970,1000,1782389.961544
988,1000,1782391.25472
978,1000,1782392.542997
976,1000,1782393.841969
986,1000,1782395.179057
984,1000,1782396.56358
980,1000,1782397.92707
974,1000,1782399.227015
978,1000,1782400.526435
974,1000,1782401.832914
982,1000,1782403.134051
984,1000,1782404.448353
972,1000,1782405.752426
962,1000,1782407.050527
968,1000,1782408.347986
978,1000,1782409.659431
984,1000,1782410.963346
984,1000,1782412.259551
988,1000,1782413.595627
986,1000,1782414.944445
988,1000,1782416.229271
968,1000,1782417.556406
974,1000,1782418.905265
978,1000,1782420.30197
984,1000,1782421.657518
980,1000,1782423.012351
968,1000,1782424.366652
966,1000,1782425.669407
970,1000,1782426.986391
988,1000,1782428.309265
976,1000,1782429.610093
976,1000,1782430.92411
970,1000,1782432.22497
972,1000,1782433.547326
980,1000,1782434.845402
982,1000,1782436.131274
986,1000,1782437.420472
990,1000,1782438.722165
986,1000,1782440.033718
978,1000,1782441.323007
978,1000,1782442.610178
972,1000,1782443.901967
982,1000,1782445.18856
986,1000,1782446.4752
988,1000,1782447.771543
970,1000,1782449.115936
970,1000,1782450.399024
970,1000,1782451.694247
972,1000,1782452.991718
984,1000,1782454.302657
982,1000,1782455.624285
974,1000,1782456.944379
976,1000,1782458.258455
984,1000,1782459.558032
986,1000,1782460.906437
980,1000,1782462.223217
980,1000,1782463.542378
976,1000,1782464.864521
978,1000,1782466.16855
960,1000,1782467.482923
976,1000,1782468.789155
988,1000,1782470.101891
982,1000,1782471.396826
980,1000,1782472.671706
984,1000,1782473.98254
992,1000,1782475.305287
978,1000,1782476.610744
964,1000,1782477.904735
974,1000,1782479.206076
966,1000,1782480.540144
982,1000,1782481.844481
970,1000,1782483.172888
996,1000,1782484.480863
982,1000,1782485.790724
982,1000,1782487.103641
986,1000,1782488.397496
960,1000,1782489.690122
974,1000,1782490.987405
962,1000,1782492.277364
986,1000,1782493.609302
960,1000,1782494.932021
974,1000,1782496.254947
988,1000,1782497.604883
986,1000,1782498.969708
982,1000,1782500.343914
976,1000,1782501.729971
988,1000,1782503.039323
984,1000,1782504.340672
978,1000,1782505.649543
984,1000,1782507.011036
974,1000,1782508.334407
986,1000,1782509.681722
984,1000,1782511.092212
982,1000,1782512.452917
978,1000,1782513.764465
970,1000,1782515.067313
970,1000,1782516.375188
978,1000,1782517.674647
980,1000,1782518.972676
978,1000,1782520.302815
984,1000,1782521.601779
970,1000,1782522.925125
966,1000,1782524.22218
994,1000,1782525.523865
990,1000,1782526.824639
982,1000,1782528.1588
984,1000,1782529.554794
990,1000,1782530.85216
974,1000,1782532.222869
992,1000,1782533.567143
984,1000,1782534.946522
982,1000,1782536.283079
992,1000,1782537.609928
984,1000,1782538.964513
974,1000,1782540.332731
986,1000,1782541.672777
990,1000,1782543.004369
988,1000,1782544.340611
976,1000,1782545.698166
974,1000,1782548.917694
980,1000,1782551.60597
982,1000,1782552.913096
984,1000,1782554.219736
974,1000,1782555.53492
984,1000,1782556.950672
982,1000,1782558.279569
980,1000,1782559.612375
990,1000,1782560.983192
988,1000,1782562.369899
980,1000,1782563.718279
966,1000,1782565.060957
986,1000,1782566.378768
974,1000,1782567.772305
968,1000,1782569.124474
980,1000,1782570.474077
986,1000,1782571.889087
988,1000,1782573.254302
968,1000,1782574.602547
988,1000,1782576.034661
982,1000,1782577.402039
992,1000,1782578.779562
972,1000,1782580.107446
984,1000,1782581.466412
980,1000,1782582.886304
990,1000,1782584.223359
956,1000,1782585.545783
974,1000,1782586.854994
984,1000,1782588.175106
958,1000,1782589.480244
990,1000,1782590.813258
982,1000,1782592.183357
978,1000,1782593.518741
966,1000,1782594.860934
988,1000,1782596.253953
986,1000,1782597.595853
978,1000,1782598.953876
976,1000,1782600.331076
994,1000,1782601.679065
964,1000,1782603.043881
984,1000,1782604.400963
972,1000,1782605.788611
986,1000,1782607.158825
970,1000,1782608.51444
986,1000,1782609.868546
956,1000,1782611.185281
996,1000,1782612.586496
966,1000,1782613.921342
982,1000,1782615.22698
984,1000,1782616.536991
978,1000,1782617.846061
972,1000,1782619.156418
990,1000,1782620.469343
976,1000,1782621.77586
986,1000,1782623.062898
966,1000,1782624.371503
962,1000,1782625.661652
968,1000,1782626.991058
982,1000,1782628.292629
970,1000,1782629.657069
968,1000,1782630.97999
976,1000,1782632.291489
982,1000,1782633.586833
986,1000,1782634.896488
988,1000,1782636.185381
976,1000,1782637.533764
978,1000,1782638.908681
972,1000,1782640.270977
986,1000,1782641.63042
978,1000,1782642.937495
972,1000,1782644.240953
970,1000,1782645.552126
974,1000,1782646.930468
958,1000,1782648.272428
994,1000,1782649.589546
982,1000,1782650.908287
996,1000,1782652.279124
970,1000,1782653.57839
994,1000,1782654.904969
980,1000,1782656.198286
978,1000,1782657.499913
978,1000,1782658.804384
986,1000,1782660.125876
988,1000,1782661.412612
986,1000,1782662.706094
984,1000,1782664.015261
990,1000,1782665.319205
992,1000,1782666.64256
980,1000,1782667.960731
968,1000,1782669.254867
990,1000,1782670.556341
970,1000,1782671.88501
978,1000,1782673.187442
978,1000,1782674.496372
974,1000,1782675.783137
978,1000,1782677.08472
990,1000,1782678.372891
980,1000,1782679.667566
998,1000,1782680.985882
984,1000,1782682.316257
986,1000,1782683.608942
970,1000,1782684.897038
994,1000,1782686.188286
988,1000,1782687.624607
982,1000,1782688.921223
972,1000,1782690.227569
978,1000,1782691.547555
984,1000,1782692.873129
980,1000,1782694.161801
960,1000,1782695.462117
976,1000,1782696.760846
984,1000,1782698.05965
986,1000,1782699.373253
970,1000,1782700.662805
960,1000,1782701.962145
970,1000,1782703.26961
976,1000,1782704.625824
976,1000,1782705.924453
988,1000,1782707.222841
970,1000,1782708.533721
960,1000,1782709.825938
976,1000,1782711.12231
990,1000,1782712.408781
972,1000,1782713.699787
986,1000,1782714.992429
974,1000,1782716.271653
982,1000,1782717.585655
978,1000,1782718.9639
982,1000,1782720.275172
974,1000,1782721.558391
982,1000,1782722.870374
996,1000,1782724.17193
990,1000,1782725.481987
976,1000,1782726.798597
986,1000,1782728.106092
980,1000,1782729.409664
968,1000,1782730.702721
972,1000,1782732.017381
990,1000,1782733.313626
970,1000,1782734.624882
974,1000,1782735.913282
982,1000,1782737.2272
960,1000,1782738.512592
976,1000,1782739.810807
970,1000,1782741.094688
978,1000,1782742.391976
992,1000,1782743.695165
988,1000,1782745.037948
982,1000,1782746.34826
986,1000,1782747.649027
994,1000,1782748.962769
966,1000,1782750.250239
980,1000,1782751.551354
972,1000,1782752.840531
978,1000,1782754.138482
978,1000,1782755.423062
968,1000,1782756.726015
976,1000,1782758.017098
984,1000,1782759.298367
974,1000,1782760.571905
970,1000,1782761.862274
980,1000,1782763.150671
970,1000,1782764.438524
990,1000,1782765.738765
980,1000,1782767.055255
984,1000,1782768.353921
976,1000,1782769.660719
978,1000,1782770.962656
960,1000,1782772.287169
980,1000,1782773.601278
990,1000,1782774.916383
996,1000,1782776.200999
990,1000,1782777.491994
976,1000,1782778.790275
990,1000,1782780.128295
996,1000,1782781.51482
986,1000,1782782.835922
984,1000,1782784.13497
988,1000,1782785.430783
982,1000,1782786.821313
976,1000,1782788.204056
976,1000,1782789.590007
992,1000,1782790.933625
982,1000,1782792.279199
978,1000,1782793.602874
982,1000,1782794.918537
978,1000,1782796.328684
990,1000,1782797.632471
994,1000,1782798.952383
990,1000,1782800.31005
992,1000,1782801.654341
986,1000,1782803.008779
988,1000,1782804.397453
968,1000,1782805.718179
994,1000,1782807.066368
980,1000,1782808.386353
986,1000,1782809.732663
992,1000,1782811.033135
984,1000,1782812.34956
978,1000,1782813.727966
980,1000,1782815.158407
986,1000,1782816.467772
972,1000,1782817.819279
988,1000,1782819.137231
988,1000,1782820.497563
966,1000,1782821.859137
958,1000,1782823.160994
980,1000,1782824.495047
996,1000,1782825.795576
984,1000,1782827.110694
958,1000,1782828.409171
986,1000,1782829.710698
984,1000,1782831.025624
984,1000,1782832.346665
978,1000,1782833.668384
980,1000,1782834.969558
982,1000,1782836.265156
976,1000,1782837.572077
994,1000,1782838.94231
988,1000,1782840.262875
994,1000,1782841.611649
984,1000,1782842.903464
962,1000,1782844.201778
964,1000,1782845.496549
976,1000,1782846.81538
990,1000,1782848.146117
992,1000,1782849.451652
976,1000,1782850.732024
992,1000,1782852.050873
976,1000,1782853.375266
984,1000,1782854.74832
972,1000,1782856.0518
970,1000,1782857.343694
958,1000,1782858.649178
986,1000,1782859.954283
978,1000,1782861.239715
986,1000,1782862.564375
978,1000,1782863.869399
982,1000,1782865.162806
986,1000,1782866.453568
990,1000,1782867.743408
986,1000,1782869.037886
976,1000,1782870.428889
986,1000,1782871.813795
986,1000,1782873.14009
968,1000,1782874.51973
984,1000,1782875.877975
984,1000,1782877.210772
996,1000,1782878.545455
968,1000,1782879.859655
986,1000,1782881.171845
976,1000,1782882.481345
972,1000,1782883.850043
984,1000,1782885.221963
982,1000,1782886.526772
974,1000,1782887.843751
980,1000,1782889.158461
972,1000,1782890.458235
968,1000,1782891.790998
974,1000,1782893.098302
964,1000,1782894.40194
976,1000,1782895.742022
984,1000,1782897.078405
982,1000,1782898.387061
976,1000,1782899.681021
978,1000,1782901.023926
978,1000,1782902.399205
982,1000,1782903.736072
966,1000,1782905.080888
986,1000,1782906.393441
976,1000,1782907.73281
988,1000,1782909.099787
986,1000,1782910.441178
976,1000,1782911.778034
980,1000,1782913.173423
964,1000,1782914.572944
988,1000,1782915.945271
984,1000,1782917.31142
994,1000,1782918.675712
972,1000,1782920.001017
982,1000,1782921.323864
992,1000,1782922.639405
986,1000,1782923.942671
980,1000,1782925.254442
974,1000,1782926.607494
972,1000,1782927.986454
980,1000,1782929.29536
970,1000,1782930.665433
994,1000,1782932.012494
996,1000,1782933.306331
982,1000,1782934.610934
990,1000,1782935.948125
980,1000,1782937.267368
976,1000,1782938.647792
960,1000,1782939.979024
978,1000,1782941.296569
974,1000,1782942.652069
972,1000,1782943.971583
958,1000,1782945.26715
960,1000,1782946.575554
984,1000,1782947.867137
982,1000,1782949.187262
994,1000,1782950.483936
986,1000,1782951.776809
988,1000,1782953.068238
972,1000,1782954.360567
990,1000,1782955.655421
976,1000,1782956.949114
988,1000,1782958.249411
988,1000,1782959.538282
986,1000,1782960.826834
990,1000,1782962.105706
968,1000,1782963.422092
984,1000,1782964.713723
994,1000,1782966.00805
982,1000,1782967.297885
982,1000,1782968.588079
976,1000,1782969.882348
954,1000,1782971.17698
978,1000,1782972.756817
980,1000,1782976.234199
