#{}
steps,blockedEvents,attendedByRouteIndex,totalAttendedByBand,totalAttended,attendedByModulation,totalBitRate,bitRateByBand
2000000,40103,{0: 1959897},"{'C': 351528, 'S': 71282, 'L': 103942, 'E': 1433145}",1959897,"{'BPSK': 716850, '8-QAM': 620071, 'QPSK': 485499, '16-QAM': 115354, '32-QAM': 22123}",580631760,"{'C': 76793700, 'S': 69118700, 'L': 87299200, 'E': 347420160}"
