#{}
steps,blockedEvents,attendedByRouteIndex,totalAttendedByBand,totalAttended,attendedByModulation,blockedBitRateByBitRate,totalBitRate,bitRateByBand
2000000,12309,{0: 1987691},"{'C': 1213385, 'S': 86479, 'L': 168988, 'E': 518839}",1987691,"{'8-QAM': 1053812, 'BPSK': 172818, 'QPSK': 252296, '32-QAM': 155600, '16-QAM': 344293, '64-QAM': 8872}","{1000: 12268000, 400: 16400}",608194160,"{'C': 74021540, 'S': 83303800, 'L': 121424020, 'E': 329444800}"
